Stewart St / Minor Av,Aid Response,01/28/2014 10:20:35 AM,47.61761,-122.331859,POINT (-122.331859 47.61761),F140009927
Alder St / 9th Av,Aid Response,01/28/2014 10:25:05 AM,47.603415,-122.322791,POINT (-122.322791 47.603415),F140009929
517 3rd Av,Aid Response,01/28/2014 10:30:30 AM,47.602172,-122.330863,POINT (-122.330863 47.602172),F140009931
8721 Lake City Way Ne,Aid Response,01/28/2014 10:31:31 AM,47.691762,-122.306168,POINT (-122.306168 47.691762),F140009932
202 6th Av S,Aid Response,01/28/2014 10:35:18 AM,47.600854,-122.326354,POINT (-122.326354 47.600854),F140009933
817 11th Av,Aid Response,01/28/2014 10:41:27 AM,47.609423,-122.318059,POINT (-122.318059 47.609423),F140009934
308 4th Av S,Medic Response,01/28/2014 10:41:20 AM,47.599968,-122.328965,POINT (-122.328965 47.599968),F140009935
1855 Nw Roundhill Cir,Automatic Fire Alarm Resd,01/28/2014 10:44:53 AM,47.704243,-122.380655,POINT (-122.380655 47.704243),F140009936
900 35th Av,Aid Response,01/28/2014 10:49:14 AM,47.610399,-122.288279,POINT (-122.288279 47.610399),F140009937
2841 Sw Dakota St,Aid Response,01/28/2014 10:53:50 AM,47.56689,-122.368643,POINT (-122.368643 47.56689),F140009938
2954 Sw Raymond St,Auto Fire Alarm,01/28/2014 10:54:06 AM,47.54812,-122.370177,POINT (-122.370177 47.54812),F140009939
509 3rd Av,Trans to AMR,01/28/2014 10:55:11 AM,47.602114,-122.330809,POINT (-122.330809 47.602114),F140009940
1601 4th Av,Aid Response,01/28/2014 10:59:00 AM,47.611207,-122.337592,POINT (-122.337592 47.611207),F140009941
908 Jefferson St,Medic Response,01/28/2014 11:02:52 AM,47.604879,-122.324007,POINT (-122.324007 47.604879),F140009942
425 Queen Anne Av N,Medic Response,01/28/2014 11:09:06 AM,47.622394,-122.356727,POINT (-122.356727 47.622394),F140009943
401 Ne Northgate Way,Aid Response,01/28/2014 11:13:13 AM,47.708602,-122.324588,POINT (-122.324588 47.708602),F140009944
7515 Beacon Av S,Aid Response,01/28/2014 11:14:24 AM,47.535059,-122.290288,POINT (-122.290288 47.535059),F140009946
7th Av / Madison St,Aid Response,01/28/2014 11:15:28 AM,47.60748,-122.329582,POINT (-122.329582 47.60748),F140009947
7700 35th Av Sw,Medic Response,01/28/2014 11:22:57 AM,47.533742,-122.376619,POINT (-122.376619 47.533742),F140009948
904 7th Av,Aid Response,01/28/2014 11:30:33 AM,47.6069,-122.329051,POINT (-122.329051 47.6069),F140009949
3414 35th Av S,Aid Response,01/28/2014 11:32:04 AM,47.572371,-122.288833,POINT (-122.288833 47.572371),F140009950
116 Fairview Av N,Aid Response,01/28/2014 11:33:37 AM,47.618693,-122.334256,POINT (-122.334256 47.618693),F140009951
402 11th Av,Aid Response,01/28/2014 11:36:14 AM,47.605209,-122.318108,POINT (-122.318108 47.605209),F140009952
3503 Ne 42nd St,Aid Response,01/28/2014 11:41:30 AM,47.659178,-122.290157,POINT (-122.290157 47.659178),F140009954
1501 E Thomas St,Medic Response,01/28/2014 11:48:33 AM,47.620503,-122.312698,POINT (-122.312698 47.620503),F140009955
Wall St / 3rd Av,"Medic Response, 6 per Rule",01/28/2014 11:59:49 AM,47.616026,-122.347029,POINT (-122.347029 47.616026),F140009956
812 Ne 82nd St,Medic Response,01/28/2014 12:11:34 PM,47.688216,-122.320112,POINT (-122.320112 47.688216),F140009959
5300 24th Av Ne,Aid Response,01/28/2014 12:12:20 PM,47.66707,-122.301946,POINT (-122.301946 47.66707),F140009960
11111 Aurora Av N,Aid Response,01/28/2014 12:30:56 PM,47.709476,-122.344767,POINT (-122.344767 47.709476),F140009961
717 Broadway E,Aid Response,01/28/2014 12:33:53 PM,47.625256,-122.321328,POINT (-122.321328 47.625256),F140009962
2040 43rd Av E,Aid Response,01/28/2014 12:34:56 PM,47.63723,-122.277111,POINT (-122.277111 47.63723),F140009963
2nd Av / Yesler Way,Aid Response,01/28/2014 12:43:09 PM,47.601719,-122.331984,POINT (-122.331984 47.601719),F140009966
4432 52nd Av Ne,Automatic Fire Alarm Resd,01/28/2014 12:53:22 PM,47.660466,-122.271961,POINT (-122.271961 47.660466),F140009968
2nd Av S / S Main St,Aid Response,01/28/2014 12:53:35 PM,47.600041,-122.331573,POINT (-122.331573 47.600041),F140009969
5th Av Ne / Ne 112th St,Aid Response,01/28/2014 12:54:51 PM,47.709581,-122.323304,POINT (-122.323304 47.709581),F140009971
4th Av S / S Walker St,Aid Response,01/28/2014 12:59:21 PM,47.583977,-122.329054,POINT (-122.329054 47.583977),F140009973
711 N 127th St,Medic Response,01/28/2014 01:00:24 PM,47.721404,-122.349828,POINT (-122.349828 47.721404),F140009974
12545 2nd Av Nw,Automatic Medical Alarm,01/28/2014 01:03:56 PM,47.72003,-122.359603,POINT (-122.359603 47.72003),F140009976
9050 16th Av Sw,Medic Response,01/28/2014 01:13:35 PM,47.522406,-122.355109,POINT (-122.355109 47.522406),F140009977
3000 California Av Sw,Aid Response,01/28/2014 01:13:23 PM,47.576994,-122.386713,POINT (-122.386713 47.576994),F140009978
401 Broadway,Aid Response,01/28/2014 01:19:53 PM,47.605227,-122.320749,POINT (-122.320749 47.605227),F140009981
12536 33rd Av Ne,Aid Response,01/28/2014 01:23:52 PM,47.719514,-122.292729,POINT (-122.292729 47.719514),F140009982
2700 Ne University Village St,Aid Response,01/28/2014 01:30:38 PM,47.663341,-122.297607,POINT (-122.297607 47.663341),F140009984
747 Broadway,Aid Response,01/28/2014 01:34:19 PM,47.608621,-122.320756,POINT (-122.320756 47.608621),F140009986
2669 10th Av W,Aid Response,01/28/2014 01:37:00 PM,47.643888,-122.370196,POINT (-122.370196 47.643888),F140009987
15th Av Nw / Nw 52nd St,Motor Vehicle Accident,01/28/2014 01:36:34 PM,47.666433,-122.376218,POINT (-122.376218 47.666433),F140009988
1213 E Union St,Aid Response,01/28/2014 01:42:25 PM,47.612892,-122.316567,POINT (-122.316567 47.612892),F140009989
111 Cedar St,Aid Response,01/28/2014 01:42:44 PM,47.615877,-122.35052,POINT (-122.35052 47.615877),F140009990
YALE AV / STEWART ST,Aid Response,01/28/2014 01:51:24 PM,47.618274,-122.330999,POINT (-122.330999 47.618274),F140009992
S OTHELLO ST / RAINIER AV S,Medic Response,01/28/2014 01:53:37 PM,47.536958,-122.270274,POINT (-122.270274 47.536958),F140009993
501 23rd Av,Aid Response,01/28/2014 01:57:59 PM,47.606176,-122.302777,POINT (-122.302777 47.606176),F140009994
4500 Phinney Av N,Medic Response,01/28/2014 02:04:47 PM,47.661401,-122.354372,POINT (-122.354372 47.661401),F140009995
2030 3rd Av,Aid Response,01/28/2014 02:20:03 PM,47.612626,-122.341277,POINT (-122.341277 47.612626),F140009997
700 5th Av,Medic Response,01/28/2014 02:20:41 PM,47.604413,-122.329842,POINT (-122.329842 47.604413),F140009998
1223 Spring St,Auto Fire Alarm,01/28/2014 02:27:56 PM,47.610625,-122.32442,POINT (-122.32442 47.610625),F140010002
4th Av S / S Walker St,Aid Response,01/28/2014 02:28:45 PM,47.583977,-122.329054,POINT (-122.329054 47.583977),F140010005
2807 3rd Av,Aid Response,01/28/2014 02:29:59 PM,47.617718,-122.34989,POINT (-122.34989 47.617718),F140010006
206 3rd Av S,Medic Response,01/28/2014 02:34:02 PM,47.600825,-122.330272,POINT (-122.330272 47.600825),F140010007
101 N 104th St,Aid Response,01/28/2014 02:36:07 PM,47.704379,-122.358359,POINT (-122.358359 47.704379),F140010008
3rd Av Nw / Nw 48th St,Aid Response,01/28/2014 02:40:41 PM,47.663615,-122.360798,POINT (-122.360798 47.663615),F140010009
7328 24th Av Ne,Aid Response,01/28/2014 02:44:40 PM,47.681476,-122.301794,POINT (-122.301794 47.681476),F140010010
1630 Boylston Av,Medic Response,01/28/2014 02:46:26 PM,47.615566,-122.323422,POINT (-122.323422 47.615566),F140010011
Sw Austin St / Highland Park Way Sw,Motor Vehicle Accident,01/28/2014 02:52:08 PM,47.534078,-122.34707,POINT (-122.34707 47.534078),F140010014
Highland Park Way Sw / Sw Holden St,Motor Vehicle Accident,01/28/2014 02:51:55 PM,47.53374,-122.347059,POINT (-122.347059 47.53374),F140010016
10245 Valmay Av Nw,Medic Response,01/28/2014 02:59:13 PM,47.703148,-122.377967,POINT (-122.377967 47.703148),F140010017
1501 E Thomas St,Medic Response,01/28/2014 03:09:19 PM,47.620503,-122.312698,POINT (-122.312698 47.620503),F140010020
5311 Phinney Av N,Aid Response,01/28/2014 03:11:23 PM,47.667143,-122.35442,POINT (-122.35442 47.667143),F140010021
4223 University Way Ne,Aid Response,01/28/2014 03:12:02 PM,47.658647,-122.313198,POINT (-122.313198 47.658647),F140010022
100 Mercer St,Aid Response,01/28/2014 03:13:16 PM,47.624578,-122.355404,POINT (-122.355404 47.624578),F140010023
3101 S WALDEN ST,4RED - 2 + 1 + 1,01/28/2014 03:19:23 PM,47.573333,-122.292817,POINT (-122.292817 47.573333),F140010024
6940 37th Av S,Automatic Medical Alarm,01/28/2014 03:26:22 PM,47.540318,-122.286124,POINT (-122.286124 47.540318),F140010029
2121 26th Av S,Aid Response,01/28/2014 03:36:36 PM,47.584234,-122.299024,POINT (-122.299024 47.584234),F140010033
3651 34th Av W,Aid Response,01/28/2014 03:37:15 PM,47.652705,-122.400903,POINT (-122.400903 47.652705),F140010034
12527 Roosevelt Way Ne,Aid Response,01/28/2014 03:51:20 PM,47.719762,-122.318165,POINT (-122.318165 47.719762),F140010036
825 Eastlake Av E,Medic Response,01/28/2014 03:56:12 PM,47.626221,-122.329198,POINT (-122.329198 47.626221),F140010038
21st Av S / S Washington St,Aid Response,01/28/2014 03:56:24 PM,47.600832,-122.305048,POINT (-122.305048 47.600832),F140010039
3010 Nw Market St,Aid Response,01/28/2014 04:13:29 PM,47.668642,-122.395779,POINT (-122.395779 47.668642),F140010040
Ne 50th St / 8th Av Ne,Aid Response,01/28/2014 04:14:20 PM,47.66495,-122.319542,POINT (-122.319542 47.66495),F140010041
3rd Av / Pine St,Aid Response,01/28/2014 04:16:52 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F140010042
5311 Phinney Av N,Trans to AMR,01/28/2014 04:21:38 PM,47.667143,-122.35442,POINT (-122.35442 47.667143),F140010044
100 20th Av E,Aid Response,01/28/2014 04:22:38 PM,47.618502,-122.306081,POINT (-122.306081 47.618502),F140010045
317 Marion St,Medic Response,01/28/2014 04:30:11 PM,47.604991,-122.333174,POINT (-122.333174 47.604991),F140010047
N 115TH ST / AURORA AV N,Aid Response,01/28/2014 04:33:54 PM,47.712319,-122.344814,POINT (-122.344814 47.712319),F140010048
1317 Sw Spokane St,1RED 1 Unit,01/28/2014 04:39:00 PM,47.570913,-122.350897,POINT (-122.350897 47.570913),F140010049
7350 47th Av Ne,Automatic Fire Alarm Resd,01/28/2014 04:57:41 PM,47.681914,-122.277602,POINT (-122.277602 47.681914),F140010050
302 Prospect St,Automatic Fire Alarm Resd,01/28/2014 05:10:27 PM,47.628933,-122.351399,POINT (-122.351399 47.628933),F140010052
6663 Carleton Av S,Aid Response,01/28/2014 05:15:02 PM,47.543629,-122.321353,POINT (-122.321353 47.543629),F140010055
Ne 92nd St / 32nd Av Ne,Aid Response,01/28/2014 05:16:05 PM,47.695664,-122.293321,POINT (-122.293321 47.695664),F140010056
S Harney St / Corson Av S,Aid Response,01/28/2014 05:17:14 PM,47.547987,-122.321315,POINT (-122.321315 47.547987),F140010057
2700 W Galer St,Aid Response,01/28/2014 05:18:26 PM,47.632316,-122.391879,POINT (-122.391879 47.632316),F140010058
3rd Av / Pine St,Aid Response,01/28/2014 05:27:36 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F140010061
11000 Lake City Way Ne,Aid Response,01/28/2014 05:28:04 PM,47.708426,-122.301355,POINT (-122.301355 47.708426),F140010062
Rainier Av S / S Rose St,Motor Vehicle Accident,01/28/2014 05:29:06 PM,47.52913,-122.269987,POINT (-122.269987 47.52913),F140010063
1526 Alki Av Sw,4RED - 2 + 1 + 1,01/28/2014 05:31:05 PM,47.589687,-122.393913,POINT (-122.393913 47.589687),F140010064
9005 24th Av Nw,Aid Response,01/28/2014 05:31:26 PM,47.694185,-122.387572,POINT (-122.387572 47.694185),F140010065
Warren Av N / Valley St,Aid Response,01/28/2014 05:31:54 PM,47.626249,-122.354081,POINT (-122.354081 47.626249),F140010066
3883 45TH AV NE,Automatic Fire Alarm Resd,01/28/2014 05:39:36 PM,47.65628,-122.27939,POINT (-122.27939 47.65628),F140010069
4TH AV / UNIVERSITY ST,Aid Response,01/28/2014 05:46:03 PM,47.608228,-122.334866,POINT (-122.334866 47.608228),F140010070
2231 Queen Anne Av N,Auto Fire Alarm,01/28/2014 05:47:16 PM,47.638567,-122.356925,POINT (-122.356925 47.638567),F140010071
5812 8th Av Nw,Fuel Spill,01/28/2014 06:00:01 PM,47.670972,-122.366174,POINT (-122.366174 47.670972),F140010073
505 Ne 70th St,Aid Response,01/28/2014 06:04:02 PM,47.679461,-122.322756,POINT (-122.322756 47.679461),F140010074
8th Av Ne / Ne 115th St,Rubbish Fire,01/28/2014 06:12:27 PM,47.712216,-122.320645,POINT (-122.320645 47.712216),F140010077
1191 2nd Av,Aid Response,01/28/2014 06:16:35 PM,47.606528,-122.336381,POINT (-122.336381 47.606528),F140010078
8812 Interlake Av N,Aid Response,01/28/2014 06:18:21 PM,47.69245,-122.34024,POINT (-122.34024 47.69245),F140010079
318 2nd Av Et   S,Aid Response,01/28/2014 06:18:29 PM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140010080
4th Av / Pike St,Aid Response,01/28/2014 06:25:22 PM,47.610214,-122.336683,POINT (-122.336683 47.610214),F140010082
5007 Ivanhoe Pl Ne,Medic Response,01/28/2014 06:26:11 PM,47.664941,-122.26941,POINT (-122.26941 47.664941),F140010083
750 S Homer St,Rescue Lock In/Out,01/28/2014 06:27:11 PM,47.551495,-122.323085,POINT (-122.323085 47.551495),F140010084
11039 17th Av Ne,Medic Response,01/28/2014 06:27:21 PM,47.709397,-122.309982,POINT (-122.309982 47.709397),F140010085
531 Broadway E,Medic Response,01/28/2014 06:40:07 PM,47.623478,-122.32093,POINT (-122.32093 47.623478),F140010088
11337 Exeter Av Ne,Automatic Fire Alarm Resd,01/28/2014 06:43:26 PM,47.711446,-122.278684,POINT (-122.278684 47.711446),F140010089
4th Av S / S Michigan St,Trans to AMR,01/28/2014 06:48:36 PM,47.545337,-122.329588,POINT (-122.329588 47.545337),F140010090
Stewart St / Boren Av,Aid Response,01/28/2014 06:52:02 PM,47.616945,-122.332718,POINT (-122.332718 47.616945),F140010091
401 NE NORTHGATE WAY,Aid Response,01/28/2014 06:56:14 PM,47.708602,-122.324588,POINT (-122.324588 47.708602),F140010093
8826 31st Av Sw,Medic Response,01/28/2014 06:56:28 PM,47.524426,-122.372608,POINT (-122.372608 47.524426),F140010094
10345 Meridian Av N,Automatic Medical Alarm,01/28/2014 06:58:37 PM,47.703624,-122.333909,POINT (-122.333909 47.703624),F140010095
7910 Rainier Av S,Water Job Minor,01/28/2014 06:58:32 PM,47.53152,-122.26999,POINT (-122.26999 47.53152),F140010096
5033 37th Av S,Medic Response,01/28/2014 06:59:59 PM,47.556785,-122.286143,POINT (-122.286143 47.556785),F140010097
815 E Pine St,Medic Response,01/28/2014 07:07:19 PM,47.615227,-122.321926,POINT (-122.321926 47.615227),F140010099
2300 Sw Webster St,Aid Response,01/28/2014 07:15:22 PM,47.535515,-122.36216,POINT (-122.36216 47.535515),F140010101
1501 30th Av,Aid Response Yellow,01/28/2014 07:17:51 PM,47.614105,-122.293639,POINT (-122.293639 47.614105),F140010102
5035 25th Av Sw,Automatic Medical Alarm,01/28/2014 07:20:25 PM,47.557078,-122.364261,POINT (-122.364261 47.557078),F140010103
9252 17th Av Sw,Aid Response,01/28/2014 07:20:32 PM,47.52055,-122.356475,POINT (-122.356475 47.52055),F140010104
7020 Rainier Av S,Aid Response,01/28/2014 07:25:49 PM,47.539621,-122.270898,POINT (-122.270898 47.539621),F140010105
903 Union St,Medic Response,01/28/2014 07:29:00 PM,47.611557,-122.330191,POINT (-122.330191 47.611557),F140010106
204 Ne 94th St,Medic Response,01/28/2014 07:35:15 PM,47.69681,-122.327101,POINT (-122.327101 47.69681),F140010108
25th Av Sw / Sw Barton St,Aid Response,01/28/2014 07:37:31 PM,47.521023,-122.364548,POINT (-122.364548 47.521023),F140010109
140 23rd Av S,Medic Response,01/28/2014 07:39:13 PM,47.601611,-122.302293,POINT (-122.302293 47.601611),F140010110
1402 Mcgilvra Blvd E,Medic Response,01/28/2014 07:40:07 PM,47.630968,-122.281331,POINT (-122.281331 47.630968),F140010111
314 Bell St,Medic Response,01/28/2014 08:00:27 PM,47.6148,-122.344671,POINT (-122.344671 47.6148),F140010113
1915 21st Av S,Aid Response,01/28/2014 08:09:36 PM,47.586207,-122.305535,POINT (-122.305535 47.586207),F140010114
4th Av / Union St,Aid Response,01/28/2014 08:12:58 PM,47.609221,-122.335775,POINT (-122.335775 47.609221),F140010115
1213 E Shelby St,Aid Response,01/28/2014 08:17:26 PM,47.646917,-122.316376,POINT (-122.316376 47.646917),F140010117
Ne 45th St / University Way Ne,Aid Response,01/28/2014 08:19:59 PM,47.661269,-122.31313,POINT (-122.31313 47.661269),F140010118
9041 Greenwood Av N,Aid Response,01/28/2014 08:31:14 PM,47.694583,-122.355343,POINT (-122.355343 47.694583),F140010120
1900 Pike Pl,Aid Response,01/28/2014 08:32:02 PM,47.609634,-122.342172,POINT (-122.342172 47.609634),F140010121
3020 S Genesee St,Trans to AMR,01/28/2014 08:48:19 PM,47.563954,-122.294845,POINT (-122.294845 47.563954),F140010122
6322 42nd Av Sw,Aid Response,01/28/2014 08:52:31 PM,47.546057,-122.38574,POINT (-122.38574 47.546057),F140010123
14024 Midvale Av N,Aid Response,01/28/2014 08:52:58 PM,47.730632,-122.343966,POINT (-122.343966 47.730632),F140010124
8308 39th Av S,Aid Response,01/28/2014 08:58:04 PM,47.529178,-122.283666,POINT (-122.283666 47.529178),F140010125
5th Av Ne / Ne 145th St,Aid Response,01/28/2014 09:00:39 PM,47.734053,-122.323484,POINT (-122.323484 47.734053),F140010126
6520 S Bangor St,Aid Response,01/28/2014 09:14:49 PM,47.506395,-122.252157,POINT (-122.252157 47.506395),F140010128
N 57th St / Kensington Pl N,Motor Vehicle Accident,01/28/2014 09:27:10 PM,47.670136,-122.331004,POINT (-122.331004 47.670136),F140010129
SB I5 AT TULLYS,Aid Response Freeway,01/28/2014 09:28:43 PM,47.579547,-122.319262,POINT (-122.319262 47.579547),F140010131
California Av Sw / Sw Findlay St,Aid Response,01/28/2014 09:28:40 PM,47.55211,-122.387038,POINT (-122.387038 47.55211),F140010132
4th Av / Denny Way,Aid Response,01/28/2014 09:34:33 PM,47.618576,-122.348925,POINT (-122.348925 47.618576),F140010133
747 N 135th St,Automatic Fire Alarm False,01/28/2014 09:36:34 PM,47.726864,-122.348012,POINT (-122.348012 47.726864),F140010134
111 Cedar St,Aid Response,01/28/2014 09:37:49 PM,47.615877,-122.35052,POINT (-122.35052 47.615877),F140010135
2212 1st Av,Auto Fire Alarm,01/28/2014 09:47:59 PM,47.612692,-122.345359,POINT (-122.345359 47.612692),F140010138
1732 16th Av,Aid Response,01/28/2014 10:01:00 PM,47.616815,-122.311453,POINT (-122.311453 47.616815),F140010139
1701 Broadway,Quick Dispatch Medic,01/28/2014 10:06:58 PM,47.616403,-122.320817,POINT (-122.320817 47.616403),F140010140
10110 Marine View Dr Sw,Aid Response,01/28/2014 10:09:37 PM,47.512891,-122.39093,POINT (-122.39093 47.512891),F140010141
1901 E Jefferson St,Aid Response,01/28/2014 10:09:35 PM,47.606164,-122.307622,POINT (-122.307622 47.606164),F140010142
2119 2nd Av,Aid Response,01/28/2014 10:15:50 PM,47.612643,-122.343292,POINT (-122.343292 47.612643),F140010144
4707 12th Av Ne,Auto Fire Alarm,01/28/2014 10:33:31 PM,47.663142,-122.315263,POINT (-122.315263 47.663142),F140010145
318 2nd Av Et  S,Trans to AMR,01/28/2014 10:36:06 PM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140010146
1415 Ne 43rd St,Medic Response,01/28/2014 10:38:41 PM,47.659793,-122.312994,POINT (-122.312994 47.659793),F140010147
938 N 103rd St,1RED 1 Unit,01/28/2014 10:41:11 PM,47.703609,-122.34685,POINT (-122.34685 47.703609),F140010148
1600 E Olive Way,Aid Response,01/28/2014 10:42:48 PM,47.618896,-122.325288,POINT (-122.325288 47.618896),F140010149
3652 Phinney Av N,Aid Response,01/28/2014 10:50:42 PM,47.652572,-122.354473,POINT (-122.354473 47.652572),F140010150
5021 S Barton Pl,Aid Response,01/28/2014 11:11:34 PM,47.520557,-122.271027,POINT (-122.271027 47.520557),F140010152
3530 27th Pl W,Aid Response,01/28/2014 11:22:42 PM,47.652462,-122.390407,POINT (-122.390407 47.652462),F140010153
6339 34th Av Sw,Trans to AMR,01/28/2014 11:34:36 PM,47.546215,-122.375056,POINT (-122.375056 47.546215),F140010154
1916 E Madison St,Medic Response,01/28/2014 11:38:55 PM,47.61682,-122.307201,POINT (-122.307201 47.61682),F140010155
1308 S Massachusetts St,Aid Response,01/28/2014 11:57:50 PM,47.588437,-122.315889,POINT (-122.315889 47.588437),F140010156
351 Broad St,Trans to AMR,01/29/2014 12:03:08 AM,47.618606,-122.350324,POINT (-122.350324 47.618606),F140010157
720 3rd Av,Auto Fire Alarm,01/29/2014 12:05:58 AM,47.603622,-122.332188,POINT (-122.332188 47.603622),F140010158
216 22nd Av,Medic Response,01/29/2014 12:09:57 AM,47.603634,-122.303738,POINT (-122.303738 47.603634),F140010159
1431 Minor Av,Medic Response,01/29/2014 12:25:52 AM,47.613037,-122.326981,POINT (-122.326981 47.613037),F140010160
422 N 122nd St,Medic Response,01/29/2014 12:35:51 AM,47.717783,-122.353925,POINT (-122.353925 47.717783),F140010161
2253 Gilman Dr W,Medic Response,01/29/2014 12:43:11 AM,47.639749,-122.373822,POINT (-122.373822 47.639749),F140010163
5th Av / Lenora St,Aid Response,01/29/2014 12:48:30 AM,47.614496,-122.340474,POINT (-122.340474 47.614496),F140010164
1806 8TH AV W,Medic Response,01/29/2014 12:50:42 AM,47.63478,-122.367737,POINT (-122.367737 47.63478),F140010165
509 3rd Av,Aid Response,01/29/2014 12:51:34 AM,47.602114,-122.330809,POINT (-122.330809 47.602114),F140010166
7326 38th Av Ne,Aid Response,01/29/2014 12:52:30 AM,47.681431,-122.287751,POINT (-122.287751 47.681431),F140010167
3250 Sw Avalon Way,Automatic Medical Alarm,01/29/2014 12:54:45 AM,47.564303,-122.372947,POINT (-122.372947 47.564303),F140010168
6420 California Av Sw,"Medic Response, 7 per Rule",01/29/2014 12:56:50 AM,47.545436,-122.387209,POINT (-122.387209 47.545436),F140010169
1102 8th Av,Water Job Minor,01/29/2014 01:30:02 AM,47.608665,-122.329131,POINT (-122.329131 47.608665),F140010171
2936 S Willow St,Trans to AMR,01/29/2014 01:31:31 AM,47.540722,-122.294672,POINT (-122.294672 47.540722),F140010172
808 Post Av,Aid Response,01/29/2014 01:36:49 AM,47.603073,-122.33557,POINT (-122.33557 47.603073),F140010173
7330 13th Av Nw,Aid Response,01/29/2014 01:39:02 AM,47.681943,-122.372555,POINT (-122.372555 47.681943),F140010174
9999 Holman Rd Nw,Aid Response,01/29/2014 01:38:41 AM,47.701698,-122.362125,POINT (-122.362125 47.701698),F140010175
1808 31st Av,Medic Response,01/29/2014 02:22:34 AM,47.617694,-122.292371,POINT (-122.292371 47.617694),F140010178
2601 Elliott Av,Natural Gas Odor,01/29/2014 02:37:22 AM,47.61392,-122.351402,POINT (-122.351402 47.61392),F140010179
925 REPUBLICAN ST,Medic Response,01/29/2014 02:38:47 AM,47.623211,-122.339071,POINT (-122.339071 47.623211),F140010180
12724 LAKE CITY WAY NE,Aid Response,01/29/2014 02:43:26 AM,47.721245,-122.294072,POINT (-122.294072 47.721245),F140010181
2424 Beacon Av S,Trans to AMR,01/29/2014 02:45:37 AM,47.581851,-122.314641,POINT (-122.314641 47.581851),F140010184
232 Warren Av N,Aid Response,01/29/2014 02:49:12 AM,47.620133,-122.354135,POINT (-122.354135 47.620133),F140010185
318 2nd Av Et  S,Aid Response,01/29/2014 03:22:40 AM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140010188
210 4th Av S,Aid Response,01/29/2014 03:50:45 AM,47.600789,-122.328963,POINT (-122.328963 47.600789),F140010189
3217 Ne 145th St,Aid Response,01/29/2014 04:04:42 AM,47.733763,-122.293691,POINT (-122.293691 47.733763),F140010190
6523 21st Av Ne,Medic Response,01/29/2014 04:42:32 AM,47.675981,-122.305171,POINT (-122.305171 47.675981),F140010192
4814 Beach Dr Sw,Water Job Minor,01/29/2014 04:43:26 AM,47.559229,-122.402466,POINT (-122.402466 47.559229),F140010193
10345 Meridian Av N,Aid Response,01/29/2014 04:45:28 AM,47.703624,-122.333909,POINT (-122.333909 47.703624),F140010194
12002 Roosevelt Way Ne,Aid Response,01/29/2014 04:49:35 AM,47.71583,-122.318021,POINT (-122.318021 47.71583),F140010195
2049 Nw 61st St,Aid Response,01/29/2014 04:49:40 AM,47.673098,-122.382763,POINT (-122.382763 47.673098),F140010196
3243 33rd Av S,Trans to AMR,01/29/2014 04:51:08 AM,47.57459,-122.290947,POINT (-122.290947 47.57459),F140010197
13561 Roosevelt Way N,Automatic Fire Alarm Resd,01/29/2014 04:58:15 AM,47.727632,-122.332066,POINT (-122.332066 47.727632),F140010200
1710 Nw 57th St,Aid Response,01/29/2014 05:15:38 AM,47.670175,-122.378984,POINT (-122.378984 47.670175),F140010201
140 23rd Av S,Aid Response,01/29/2014 05:23:08 AM,47.601611,-122.302293,POINT (-122.302293 47.601611),F140010202
14003 32nd Av Ne,Trans to AMR,01/29/2014 05:35:49 AM,47.730135,-122.293776,POINT (-122.293776 47.730135),F140010203
1930 3rd Av,Auto Fire Alarm,01/29/2014 05:38:24 AM,47.611857,-122.339977,POINT (-122.339977 47.611857),F140010204
1900 5th Av,Auto Fire Alarm,01/29/2014 05:39:59 AM,47.612958,-122.337873,POINT (-122.337873 47.612958),F140010205
108 Prefontaine Pl S,Aid Response,01/29/2014 05:58:37 AM,47.601661,-122.330143,POINT (-122.330143 47.601661),F140010206
1529 Boylston Av,Auto Fire Alarm,01/29/2014 06:22:01 AM,47.614402,-122.323405,POINT (-122.323405 47.614402),F140010207
3516 S Juneau St,Aid Response,01/29/2014 06:23:14 AM,47.549771,-122.288767,POINT (-122.288767 47.549771),F140010208
318 2nd Av Et  S,Aid Response,01/29/2014 06:24:41 AM,47.6002,-122.330547,POINT (-122.330547 47.6002),F140010209
500 5th Av,Aid Response,01/29/2014 06:27:20 AM,47.602985,-122.328535,POINT (-122.328535 47.602985),F140010210
2326 California Av Sw,Aid Response,01/29/2014 06:27:58 AM,47.582838,-122.386485,POINT (-122.386485 47.582838),F140010211
N 85th St / Aurora Av N,Aid Response,01/29/2014 06:33:35 AM,47.690563,-122.344522,POINT (-122.344522 47.690563),F140010212
1710 Nw 57th St,Aid Response,01/29/2014 06:36:30 AM,47.670175,-122.378984,POINT (-122.378984 47.670175),F140010213
747 N 135th St,Aid Response,01/29/2014 06:39:51 AM,47.726864,-122.348012,POINT (-122.348012 47.726864),F140010214
5518 31st Av Ne,Medic Response,01/29/2014 06:41:11 AM,47.668672,-122.293854,POINT (-122.293854 47.668672),F140010215
5TH AV / SENECA ST,Aid Response,01/29/2014 06:47:40 AM,47.607979,-122.333104,POINT (-122.333104 47.607979),F140010216
