Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID
160010505,63,16000100,01/01/2016,12/31/2015,01/01/2016 01:52:59 AM,01/01/2016 01:52:59 AM,01/01/2016 02:10:38 AM,01/01/2016 02:10:38 AM,,,,No Merit,01/01/2016 02:15:19 AM,MARKET ST/DRUMM ST,San Francisco,94105,B99,13,1113,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,1,3,Financial District/South Beach,160010505-63
160012489,E03,16000382,01/01/2016,01/01/2016,01/01/2016 03:28:33 PM,01/01/2016 03:28:53 PM,01/01/2016 03:29:49 PM,01/01/2016 03:30:04 PM,01/01/2016 03:30:04 PM,,,Code 2 Transport,01/01/2016 03:38:09 PM,POLK ST/GEARY ST,San Francisco,94109,B04,03,3116,2,2,2,true,Non Life-threatening,1,ENGINE,1,4,6,Tenderloin,160012489-E03
160012287,KM13,16000361,01/01/2016,01/01/2016,01/01/2016 02:26:47 PM,01/01/2016 02:27:52 PM,01/01/2016 02:29:38 PM,01/01/2016 02:30:05 PM,01/01/2016 02:34:26 PM,01/01/2016 02:56:03 PM,01/01/2016 03:18:25 PM,Code 2 Transport,01/01/2016 03:49:00 PM,800 Block of LARKIN ST,San Francisco,94109,B04,03,1642,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,4,6,Tenderloin,160012287-KM13
160013992,E01,16000550,01/01/2016,01/01/2016,01/01/2016 11:36:46 PM,01/01/2016 11:38:13 PM,01/01/2016 11:40:39 PM,01/01/2016 11:40:39 PM,01/01/2016 11:42:35 PM,,,Code 2 Transport,01/01/2016 11:49:19 PM,1100 Block of MARKET ST,San Francisco,94102,B02,01,1551,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,160013992-E01
160012262,CR1,16000359,01/01/2016,01/01/2016,01/01/2016 02:18:59 PM,01/01/2016 02:20:17 PM,01/01/2016 02:21:41 PM,,,,,Fire,01/01/2016 03:22:04 PM,600 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,3,3,3,false,Fire,1,SUPPORT,12,7,1,Outer Richmond,160012262-CR1
160010472,SJ111,16000094,01/01/2016,12/31/2015,01/01/2016 01:40:33 AM,01/01/2016 01:43:04 AM,01/01/2016 01:56:36 AM,01/01/2016 01:57:54 AM,01/01/2016 02:06:37 AM,01/01/2016 02:25:30 AM,01/01/2016 02:35:59 AM,Code 2 Transport,01/01/2016 03:09:55 AM,1800 Block of MISSION ST,San Francisco,94103,B02,36,5215,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,9,Mission,160010472-SJ111
160011504,E07,16000267,01/01/2016,01/01/2016,01/01/2016 09:35:57 AM,01/01/2016 09:37:48 AM,01/01/2016 09:37:58 AM,01/01/2016 09:38:22 AM,,,,Fire,01/01/2016 09:42:45 AM,21ST ST/GUERRERO ST,San Francisco,94110,B06,07,5456,3,3,3,true,Fire,1,ENGINE,3,6,8,Mission,160011504-E07
160012013,62,16000333,01/01/2016,01/01/2016,01/01/2016 01:10:48 PM,01/01/2016 01:10:48 PM,01/01/2016 02:47:26 PM,01/01/2016 02:47:26 PM,,,,Code 2 Transport,01/01/2016 02:47:27 PM,HAYES ST/LAGUNA ST,San Francisco,94102,B02,36,3413,3,3,3,true,Potentially Life-Threatening,1,MEDIC,4,2,5,Hayes Valley,160012013-62
160011748,E40,16000310,01/01/2016,01/01/2016,01/01/2016 11:25:00 AM,01/01/2016 11:26:21 AM,01/01/2016 11:26:55 AM,01/01/2016 11:28:09 AM,01/01/2016 11:31:49 AM,,,Fire,01/01/2016 11:41:23 AM,2200 Block of ULLOA ST,San Francisco,94116,B08,40,7442,3,3,3,false,Alarm,1,ENGINE,3,8,4,Sunset/Parkside,160011748-E40
160012863,E11,16000431,01/01/2016,01/01/2016,01/01/2016 05:19:20 PM,01/01/2016 05:20:14 PM,01/01/2016 05:20:29 PM,01/01/2016 05:22:11 PM,01/01/2016 05:23:36 PM,,,Fire,01/01/2016 05:27:39 PM,1300 Block of VALENCIA ST,San Francisco,94110,B06,11,5535,3,3,3,true,Alarm,1,ENGINE,1,6,9,Mission,160012863-E11
160011341,E16,16000241,01/01/2016,01/01/2016,01/01/2016 08:12:33 AM,01/01/2016 08:12:41 AM,01/01/2016 08:13:18 AM,01/01/2016 08:14:07 AM,01/01/2016 08:17:54 AM,,,Code 2 Transport,01/01/2016 08:31:49 AM,0 Block of AVILA ST,San Francisco,94123,B04,16,3661,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Marina,160011341-E16
160011167,T15,16000211,01/01/2016,12/31/2015,01/01/2016 06:15:27 AM,01/01/2016 06:16:55 AM,01/01/2016 06:20:16 AM,01/01/2016 06:22:38 AM,01/01/2016 06:25:59 AM,,,Fire,01/01/2016 06:35:49 AM,5500 Block of MISSION ST,San Francisco,94112,B09,33,6177,3,3,3,false,Alarm,1,TRUCK,3,9,11,Outer Mission,160011167-T15
160013541,E06,16000503,01/01/2016,01/01/2016,01/01/2016 08:59:33 PM,01/01/2016 09:00:29 PM,01/01/2016 09:00:50 PM,01/01/2016 09:01:36 PM,,,,Patient Declined Transport,01/01/2016 09:16:19 PM,1000 Block of HAIGHT ST,San Francisco,94117,B05,21,4246,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,5,5,Haight Ashbury,160013541-E06
160010210,B10,16000034,01/01/2016,12/31/2015,01/01/2016 12:45:36 AM,01/01/2016 12:46:24 AM,01/01/2016 12:46:58 AM,01/01/2016 12:48:12 AM,01/01/2016 12:52:20 AM,,,Fire,01/01/2016 12:58:04 AM,500 Block of WISCONSIN ST,San Francisco,94107,B10,37,2521,3,3,3,false,Alarm,1,CHIEF,4,10,10,Potrero Hill,160010210-B10
160013195,63,16000459,01/01/2016,01/01/2016,01/01/2016 06:55:23 PM,01/01/2016 06:58:36 PM,01/01/2016 06:59:09 PM,01/01/2016 06:59:22 PM,01/01/2016 07:04:42 PM,01/01/2016 07:25:55 PM,01/01/2016 07:41:58 PM,Code 2 Transport,01/01/2016 08:35:43 PM,400 Block of JEFFERSON ST,San Francisco,94109,B01,28,1524,3,3,3,true,Non Life-threatening,1,MEDIC,2,1,2,Russian Hill,160013195-63
160013612,89,16000505,01/01/2016,01/01/2016,01/01/2016 09:25:03 PM,01/01/2016 09:25:42 PM,01/01/2016 09:26:11 PM,01/01/2016 09:26:21 PM,01/01/2016 09:33:15 PM,01/01/2016 10:04:05 PM,01/01/2016 10:05:26 PM,Code 3 Transport,01/01/2016 11:07:31 PM,300 Block of SILVER AVE,San Francisco,94112,B09,32,6114,3,3,3,true,Potentially Life-Threatening,1,MEDIC,3,9,11,Excelsior,160013612-89
160010441,E36,16000088,01/01/2016,12/31/2015,01/01/2016 01:37:23 AM,01/01/2016 01:37:23 AM,01/01/2016 01:37:23 AM,01/01/2016 01:37:23 AM,01/01/2016 01:37:23 AM,,,Patient Declined Transport,01/01/2016 01:49:29 AM,400 Block of 6TH ST,San Francisco,94107,B02,08,2254,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,160010441-E36
160012050,E09,16000339,01/01/2016,01/01/2016,01/01/2016 01:20:15 PM,01/01/2016 01:21:09 PM,01/01/2016 01:22:14 PM,01/01/2016 01:22:56 PM,01/01/2016 01:24:49 PM,,,Fire,01/01/2016 01:26:25 PM,0 Block of NAPOLEON ST,San Francisco,94124,B10,09,6422,3,3,3,true,Fire,1,ENGINE,1,10,10,Bayview Hunters Point,160012050-E09
160011130,E12,16000206,01/01/2016,12/31/2015,01/01/2016 05:46:35 AM,01/01/2016 05:48:43 AM,01/01/2016 05:49:12 AM,01/01/2016 05:50:50 AM,01/01/2016 05:53:02 AM,,,Fire,01/01/2016 05:57:59 AM,1400 Block of 5TH AVE,San Francisco,94122,B08,12,7326,3,3,3,true,Alarm,1,ENGINE,1,5,5,Inner Sunset,160011130-E12
160010321,RC3,16000054,01/01/2016,12/31/2015,01/01/2016 01:10:13 AM,01/01/2016 01:11:42 AM,01/01/2016 01:13:25 AM,01/01/2016 01:13:25 AM,01/01/2016 01:17:12 AM,,,Code 2 Transport,01/01/2016 01:23:24 AM,CASTRO ST/18TH ST,San Francisco,94114,B05,06,5416,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,2,5,8,Castro/Upper Market,160010321-RC3
160013875,E03,16000539,01/01/2016,01/01/2016,01/01/2016 10:54:48 PM,01/01/2016 10:55:45 PM,01/01/2016 10:55:54 PM,01/01/2016 10:58:18 PM,01/01/2016 10:58:18 PM,,,Code 2 Transport,01/01/2016 11:04:16 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,6,Tenderloin,160013875-E03
160012471,T03,16000381,01/01/2016,01/01/2016,01/01/2016 03:20:52 PM,01/01/2016 03:24:25 PM,01/01/2016 03:24:39 PM,01/01/2016 03:25:36 PM,01/01/2016 03:29:39 PM,,,Code 2 Transport,01/01/2016 03:29:44 PM,100 Block of MASON ST,San Francisco,94102,B03,01,1366,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,3,6,Tenderloin,160012471-T03
160010269,MP32,16000045,01/01/2016,12/31/2015,01/01/2016 12:57:29 AM,01/01/2016 12:58:46 AM,01/01/2016 01:09:29 AM,01/01/2016 01:12:30 AM,01/01/2016 01:17:16 AM,,,Other,01/01/2016 01:46:10 AM,0 Block of DRUMM ST,San Francisco,94111,B99,13,1113,2,2,2,false,Non Life-threatening,1,SUPPORT,1,1,3,Financial District/South Beach,160010269-MP32
160012362,T06,16000369,01/01/2016,01/01/2016,01/01/2016 02:51:18 PM,01/01/2016 02:51:24 PM,01/01/2016 02:51:35 PM,01/01/2016 02:52:51 PM,01/01/2016 02:57:08 PM,,,Fire,01/01/2016 03:13:24 PM,1400 Block of NOE ST,San Francisco,94131,B06,11,5561,3,3,3,false,Fire,1,TRUCK,8,6,8,Noe Valley,160012362-T06
160013730,T05,16000523,01/01/2016,01/01/2016,01/01/2016 10:03:56 PM,01/01/2016 10:05:59 PM,01/01/2016 10:06:48 PM,01/01/2016 10:07:55 PM,01/01/2016 10:12:10 PM,,,Fire,01/01/2016 10:27:25 PM,1000 Block of POST ST,San Francisco,94109,B04,03,1641,3,3,3,false,Alarm,1,TRUCK,2,4,3,Nob Hill,160013730-T05
160011490,E29,16000265,01/01/2016,01/01/2016,01/01/2016 09:28:39 AM,01/01/2016 09:32:34 AM,01/01/2016 09:32:51 AM,01/01/2016 09:33:38 AM,01/01/2016 09:35:09 AM,,,Fire,01/01/2016 09:47:33 AM,POTRERO AV/MARIPOSA ST,San Francisco,94110,B02,29,2416,3,3,3,true,Alarm,1,ENGINE,1,2,10,Potrero Hill,160011490-E29
160013360,E01,16000473,01/01/2016,01/01/2016,01/01/2016 07:44:59 PM,01/01/2016 07:47:54 PM,01/01/2016 07:48:04 PM,01/01/2016 07:49:28 PM,01/01/2016 07:53:35 PM,,,Unable to Locate,01/01/2016 07:54:32 PM,TAYLOR ST/ELLIS ST,San Francisco,94102,B03,01,1453,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Tenderloin,160013360-E01
160010459,E13,16000091,01/01/2016,12/31/2015,01/01/2016 01:40:20 AM,01/01/2016 01:40:20 AM,01/01/2016 02:34:14 AM,,,,,Code 2 Transport,01/01/2016 02:36:24 AM,MISSION ST/STEUART ST,San Francisco,94105,B99,35,2131,2,3,3,true,Potentially Life-Threatening,1,ENGINE,3,3,3,Financial District/South Beach,160010459-E13
160010135,T06,16000021,01/01/2016,12/31/2015,01/01/2016 12:31:45 AM,01/01/2016 12:31:45 AM,01/01/2016 12:33:24 AM,01/01/2016 12:34:58 AM,01/01/2016 12:37:28 AM,,,Other,01/01/2016 12:41:45 AM,MARKET ST/17TH ST,San Francisco,94114,B05,06,5233,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,5,8,Castro/Upper Market,160010135-T06
160011025,T03,16000189,01/01/2016,12/31/2015,01/01/2016 04:43:25 AM,01/01/2016 04:44:41 AM,01/01/2016 04:44:58 AM,01/01/2016 04:46:28 AM,01/01/2016 04:48:58 AM,,,Fire,01/01/2016 05:10:04 AM,200 Block of GOLDEN GATE AVE,San Francisco,94102,B02,01,1546,3,3,3,false,Alarm,1,TRUCK,2,2,6,Tenderloin,160011025-T03
160010436,E03,16000086,01/01/2016,12/31/2015,01/01/2016 01:35:27 AM,01/01/2016 01:36:36 AM,01/01/2016 01:37:08 AM,,,,,Other,01/01/2016 01:45:41 AM,1000 Block of FOLSOM ST,San Francisco,94103,B03,01,2253,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,160010436-E03
160011619,64,16000286,01/01/2016,01/01/2016,01/01/2016 10:19:23 AM,01/01/2016 10:24:41 AM,01/01/2016 10:25:10 AM,01/01/2016 10:25:19 AM,01/01/2016 10:44:14 AM,01/01/2016 11:06:39 AM,01/01/2016 11:20:17 AM,Code 2 Transport,01/01/2016 11:47:12 AM,1600 Block of STOCKTON ST,San Francisco,94133,B01,28,1335,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,North Beach,160011619-64
160011782,E21,16000316,01/01/2016,01/01/2016,01/01/2016 11:36:44 AM,01/01/2016 11:42:12 AM,01/01/2016 11:43:26 AM,01/01/2016 11:44:44 AM,01/01/2016 11:48:46 AM,,,Code 2 Transport,01/01/2016 11:57:42 AM,800 Block of BUENA VISTA AVE,San Francisco,94117,B05,21,4354,2,2,2,false,Non Life-threatening,1,ENGINE,1,5,8,Haight Ashbury,160011782-E21
160010764,PT100,16000151,01/01/2016,12/31/2015,01/01/2016 02:56:00 AM,01/01/2016 02:56:00 AM,01/01/2016 03:03:06 AM,01/01/2016 03:03:43 AM,01/01/2016 03:20:51 AM,,,Against Medical Advice,01/01/2016 03:33:39 AM,1500 Block of KIRKWOOD AVE,San Francisco,94124,B10,25,6467,2,2,2,false,Non Life-threatening,1,PRIVATE,1,10,10,Bayview Hunters Point,160010764-PT100
160013479,65,16000496,01/01/2016,01/01/2016,01/01/2016 08:33:47 PM,01/01/2016 08:34:33 PM,01/01/2016 08:35:57 PM,01/01/2016 08:38:30 PM,01/01/2016 08:41:25 PM,01/01/2016 08:57:23 PM,01/01/2016 09:12:07 PM,Code 2 Transport,01/01/2016 09:39:26 PM,1200 Block of MISSION ST,San Francisco,94103,B02,36,2336,2,2,2,true,Non Life-threatening,1,MEDIC,2,2,6,South of Market,160013479-65
160012952,E01,16000441,01/01/2016,01/01/2016,01/01/2016 05:50:58 PM,01/01/2016 05:52:26 PM,01/01/2016 05:52:33 PM,01/01/2016 05:53:44 PM,01/01/2016 05:56:27 PM,,,Fire,01/01/2016 06:02:48 PM,600 Block of MISSION ST,San Francisco,94105,B03,01,2178,3,3,3,true,Alarm,1,ENGINE,3,3,6,Financial District/South Beach,160012952-E01
160012362,73,16000369,01/01/2016,01/01/2016,01/01/2016 02:51:18 PM,01/01/2016 02:51:24 PM,01/01/2016 02:51:35 PM,01/01/2016 02:52:02 PM,01/01/2016 02:56:40 PM,,,Fire,01/01/2016 02:57:57 PM,1400 Block of NOE ST,San Francisco,94131,B06,11,5561,3,3,3,true,Fire,1,MEDIC,6,6,8,Noe Valley,160012362-73
160013962,T03,16000548,01/01/2016,01/01/2016,01/01/2016 11:29:11 PM,01/01/2016 11:29:11 PM,01/01/2016 11:29:36 PM,01/01/2016 11:30:24 PM,01/01/2016 11:31:47 PM,,,Patient Declined Transport,01/01/2016 11:41:29 PM,POLK ST/MCALLISTER ST,San Francisco,94102,B99,03,3113,3,3,3,false,Potentially Life-Threatening,1,TRUCK,2,2,6,Tenderloin,160013962-T03
160011307,T07,16000237,01/01/2016,12/31/2015,01/01/2016 07:48:38 AM,01/01/2016 07:48:38 AM,01/01/2016 07:49:02 AM,01/01/2016 07:50:41 AM,,,,Code 2 Transport,01/01/2016 07:52:43 AM,24TH ST/FOLSOM ST,San Francisco,94110,B06,07,5526,3,3,3,false,Alarm,1,TRUCK,4,6,9,Mission,160011307-T07
160010554,T01,16000114,01/01/2016,12/31/2015,01/01/2016 02:05:17 AM,01/01/2016 02:07:02 AM,01/01/2016 02:07:35 AM,,,,,Code 2 Transport,01/01/2016 02:13:29 AM,400 Block of STEVENSON ST,San Francisco,94103,B01,01,2247,3,3,3,false,Potentially Life-Threatening,1,TRUCK,3,3,6,South of Market,160010554-T01
160013807,AM24,16000530,01/01/2016,01/01/2016,01/01/2016 10:28:11 PM,01/01/2016 10:29:26 PM,01/01/2016 10:29:59 PM,01/01/2016 10:30:51 PM,01/01/2016 10:34:50 PM,01/01/2016 10:46:17 PM,01/01/2016 11:11:53 PM,Code 2 Transport,01/01/2016 11:38:23 PM,2900 Block of DIAMOND ST,San Francisco,94131,B09,26,8269,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,8,West of Twin Peaks,160013807-AM24
160012800,E01,16000419,01/01/2016,01/01/2016,01/01/2016 05:01:00 PM,01/01/2016 05:02:08 PM,01/01/2016 05:02:30 PM,01/01/2016 05:04:07 PM,01/01/2016 05:06:55 PM,,,Fire,01/01/2016 05:14:27 PM,0 Block of STEVENSON ST,San Francisco,94105,B03,01,2144,3,3,3,true,Alarm,1,ENGINE,2,3,6,Financial District/South Beach,160012800-E01
160010581,E21,16000120,01/01/2016,12/31/2015,01/01/2016 02:13:07 AM,01/01/2016 02:14:53 AM,01/01/2016 02:15:32 AM,01/01/2016 02:16:22 AM,01/01/2016 02:18:43 AM,,,Code 2 Transport,01/01/2016 02:30:46 AM,HAYES ST/DIVISADERO ST,San Francisco,94117,B05,21,4136,3,3,3,false,Potentially Life-Threatening,1,ENGINE,1,5,5,Hayes Valley,160010581-E21
160013222,E48,16000463,01/01/2016,01/01/2016,01/01/2016 07:03:17 PM,01/01/2016 07:04:31 PM,01/01/2016 07:06:06 PM,01/01/2016 07:08:36 PM,01/01/2016 07:17:35 PM,,,Code 2 Transport,01/01/2016 07:35:55 PM,CALL BOX: FS YB-BLDG 213,San Francisco,94130,B03,48,2951,2,2,2,true,Non Life-threatening,1,ENGINE,3,None,6,Treasure Island,160013222-E48
160010402,62,16000075,01/01/2016,12/31/2015,01/01/2016 01:27:45 AM,01/01/2016 01:29:09 AM,01/01/2016 01:29:41 AM,01/01/2016 01:29:49 AM,,,,Code 2 Transport,01/01/2016 01:32:58 AM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,3,3,3,true,Potentially Life-Threatening,1,MEDIC,4,3,6,Tenderloin,160010402-62
160012004,KM02,16000331,01/01/2016,01/01/2016,01/01/2016 01:07:26 PM,01/01/2016 01:08:15 PM,01/01/2016 01:08:48 PM,01/01/2016 01:09:14 PM,01/01/2016 01:14:13 PM,01/01/2016 01:34:48 PM,01/01/2016 01:58:33 PM,Code 2 Transport,01/01/2016 02:38:36 PM,FRANKLIN ST/GREEN ST,San Francisco,94123,B04,38,3232,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,4,2,Marina,160012004-KM02
160013136,E03,16000457,01/01/2016,01/01/2016,01/01/2016 06:39:05 PM,01/01/2016 06:43:52 PM,01/01/2016 06:44:36 PM,01/01/2016 06:45:51 PM,01/01/2016 06:48:54 PM,,,Code 2 Transport,01/01/2016 07:20:15 PM,100 Block of MASON ST,San Francisco,94102,B03,01,1366,3,3,3,true,Non Life-threatening,1,ENGINE,1,3,6,Tenderloin,160013136-E03
160012863,B06,16000431,01/01/2016,01/01/2016,01/01/2016 05:19:20 PM,01/01/2016 05:20:14 PM,01/01/2016 05:20:29 PM,01/01/2016 05:22:24 PM,01/01/2016 05:23:45 PM,,,Fire,01/01/2016 05:26:05 PM,1300 Block of VALENCIA ST,San Francisco,94110,B06,11,5535,3,3,3,false,Alarm,1,CHIEF,2,6,9,Mission,160012863-B06
160013436,E31,16000487,01/01/2016,01/01/2016,01/01/2016 08:19:21 PM,01/01/2016 08:19:54 PM,01/01/2016 08:20:33 PM,01/01/2016 08:21:27 PM,,,,Code 2 Transport,01/01/2016 08:24:12 PM,100 Block of CLEMENT ST,San Francisco,94118,B07,31,7116,3,3,3,false,Potentially Life-Threatening,1,ENGINE,3,7,1,Inner Richmond,160013436-E31
160011603,E09,16000284,01/01/2016,01/01/2016,01/01/2016 10:18:51 AM,01/01/2016 10:20:08 AM,01/01/2016 10:24:25 AM,01/01/2016 10:24:25 AM,01/01/2016 10:28:45 AM,,,Fire,01/01/2016 10:32:34 AM,100 Block of AVENUE C,San Francisco,94130,B10,42,6373,3,3,3,true,Fire,1,ENGINE,1,None,6,Treasure Island,160011603-E09
160010662,T01,16000135,01/01/2016,12/31/2015,01/01/2016 02:26:07 AM,01/01/2016 02:31:33 AM,01/01/2016 02:42:27 AM,01/01/2016 02:44:36 AM,,,,Code 2 Transport,01/01/2016 02:46:32 AM,100 Block of 3RD ST,San Francisco,94103,B03,01,2177,2,2,2,false,Potentially Life-Threatening,1,TRUCK,3,3,6,Financial District/South Beach,160010662-T01
160010360,E16,16000066,01/01/2016,12/31/2015,01/01/2016 01:18:16 AM,01/01/2016 01:19:19 AM,01/01/2016 01:19:41 AM,01/01/2016 01:20:28 AM,01/01/2016 01:22:22 AM,,,Against Medical Advice,01/01/2016 01:33:17 AM,2400 Block of GREEN ST,San Francisco,94123,B04,16,4121,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,4,2,Pacific Heights,160010360-E16
160010304,E08,16000052,01/01/2016,12/31/2015,01/01/2016 01:04:04 AM,01/01/2016 01:06:59 AM,01/01/2016 01:08:48 AM,01/01/2016 01:10:44 AM,01/01/2016 01:17:30 AM,,,Code 2 Transport,01/01/2016 01:32:05 AM,RAUSCH ST/FOLSOM ST,San Francisco,94103,B03,01,2314,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,160010304-E08
160011282,E36,16000233,01/01/2016,12/31/2015,01/01/2016 07:33:38 AM,01/01/2016 07:35:45 AM,01/01/2016 07:36:44 AM,01/01/2016 07:38:55 AM,01/01/2016 07:40:49 AM,,,Code 2 Transport,01/01/2016 07:45:20 AM,300 Block of FULTON ST,San Francisco,94102,B02,36,3264,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Hayes Valley,160011282-E36
160010550,75,16000111,01/01/2016,12/31/2015,01/01/2016 02:05:42 AM,01/01/2016 02:05:42 AM,01/01/2016 02:06:31 AM,01/01/2016 02:06:36 AM,01/01/2016 02:10:16 AM,,,Patient Declined Transport,01/01/2016 02:40:44 AM,3900 Block of 18TH ST,San Francisco,94114,B05,06,5417,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,8,Castro/Upper Market,160010550-75
160014027,62,16000554,01/01/2016,01/01/2016,01/01/2016 11:48:57 PM,01/01/2016 11:51:13 PM,01/01/2016 11:52:03 PM,01/01/2016 11:52:14 PM,01/01/2016 11:58:54 PM,01/02/2016 12:16:48 AM,01/02/2016 12:27:22 AM,Code 2 Transport,01/02/2016 01:17:15 AM,0 Block of GARNETT TER,San Francisco,94124,B10,17,6624,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,160014027-62
160013719,E03,16000521,01/01/2016,01/01/2016,01/01/2016 10:01:24 PM,01/01/2016 10:02:54 PM,01/01/2016 10:03:20 PM,01/01/2016 10:05:52 PM,01/01/2016 10:09:04 PM,,,Code 2 Transport,01/01/2016 10:16:02 PM,400 Block of EDDY ST,San Francisco,94109,B02,03,1545,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,160013719-E03
160010607,70,16000124,01/01/2016,12/31/2015,01/01/2016 02:16:36 AM,01/01/2016 02:19:23 AM,01/01/2016 02:38:40 AM,01/01/2016 02:38:49 AM,01/01/2016 02:44:51 AM,01/01/2016 02:58:03 AM,01/01/2016 03:07:42 AM,Code 2 Transport,01/01/2016 03:35:47 AM,300 Block of POWELL ST,San Francisco,94102,B01,01,1362,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Tenderloin,160010607-70
160013417,53,16000484,01/01/2016,01/01/2016,01/01/2016 08:10:29 PM,01/01/2016 08:12:57 PM,01/01/2016 08:13:22 PM,01/01/2016 08:13:33 PM,01/01/2016 08:18:33 PM,01/01/2016 08:30:14 PM,01/01/2016 08:51:23 PM,Code 2 Transport,01/01/2016 09:19:36 PM,400 Block of SOUTH VAN NESS AVE,San Francisco,94103,B02,07,5225,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,2,9,Mission,160013417-53
160010188,E18,16000028,01/01/2016,12/31/2015,01/01/2016 12:39:19 AM,01/01/2016 12:42:27 AM,01/01/2016 12:42:52 AM,01/01/2016 12:44:38 AM,01/01/2016 12:54:09 AM,,,Code 2 Transport,01/01/2016 01:04:48 AM,2000 Block of LAWTON ST,San Francisco,94122,B08,18,7454,3,3,3,true,Non Life-threatening,1,ENGINE,2,8,4,Sunset/Parkside,160010188-E18
160011833,53,16000318,01/01/2016,01/01/2016,01/01/2016 12:00:38 PM,01/01/2016 12:03:09 PM,01/01/2016 12:06:29 PM,01/01/2016 12:06:44 PM,01/01/2016 12:15:12 PM,01/01/2016 12:39:40 PM,01/01/2016 12:56:28 PM,Code 2 Transport,01/01/2016 01:47:02 PM,500 Block of 5TH ST,San Francisco,94107,B03,08,2242,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,160011833-53
160010554,RS1,16000114,01/01/2016,12/31/2015,01/01/2016 02:05:17 AM,01/01/2016 02:07:02 AM,01/01/2016 02:09:14 AM,01/01/2016 02:09:14 AM,01/01/2016 02:12:27 AM,,,Code 2 Transport,01/01/2016 02:39:46 AM,400 Block of STEVENSON ST,San Francisco,94103,B01,01,2247,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,1,3,6,South of Market,160010554-RS1
160012362,E32,16000369,01/01/2016,01/01/2016,01/01/2016 02:51:18 PM,01/01/2016 02:51:24 PM,01/01/2016 02:51:35 PM,01/01/2016 02:52:40 PM,01/01/2016 03:15:36 PM,,,Fire,01/01/2016 03:17:23 PM,1400 Block of NOE ST,San Francisco,94131,B06,11,5561,3,3,3,false,Fire,1,ENGINE,12,6,8,Noe Valley,160012362-E32
160011268,T09,16000230,01/01/2016,12/31/2015,01/01/2016 07:26:34 AM,01/01/2016 07:26:34 AM,01/01/2016 07:27:11 AM,01/01/2016 07:29:20 AM,,,,Fire,01/01/2016 07:31:08 AM,24TH ST/YORK ST,San Francisco,94110,B06,09,5531,3,3,3,false,Alarm,1,TRUCK,2,6,9,Mission,160011268-T09
160012248,64,16000358,01/01/2016,01/01/2016,01/01/2016 02:15:44 PM,01/01/2016 02:17:10 PM,01/01/2016 02:17:47 PM,01/01/2016 02:18:08 PM,01/01/2016 02:24:04 PM,,,Patient Declined Transport,01/01/2016 02:53:37 PM,1700 Block of HAIGHT ST,San Francisco,94117,B05,12,4545,2,2,2,true,Non Life-threatening,1,MEDIC,2,5,5,Haight Ashbury,160012248-64
