PdId,IncidntNum,Incident Code,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,location,SF Find Neighborhoods 2 2,Current Police Districts 2 2,Current Supervisor Districts 2 2,Analysis Neighborhoods 2 2,DELETE - Fire Prevention Districts 2 2,DELETE - Police Districts 2 2,DELETE - Supervisor Districts 2 2,DELETE - Zip Codes 2 2,DELETE - Neighborhoods 2 2,DELETE - 2017 Fix It Zones 2 2,Civic Center Harm Reduction Project Boundary 2 2,Fix It Zones as of 2017-11-06  2 2,DELETE - HSOC Zones 2 2,Fix It Zones as of 2018-02-07 2 2,"CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2",Central Market/Tenderloin Boundary 2 2,Central Market/Tenderloin Boundary Polygon - Updated 2 2,HSOC Zones as of 2018-06-05 2 2,OWED Public Spaces 2 2,Neighborhoods 2
8032182613060,080321826,13060,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,03/27/2008,19:15,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.416075285051,37.7844496612791,POINT (-122.416075285051 37.7844496612791),20,5,10,36,7,10,9,28858,36,17,,18,,18,6,2,1,1,,,20
13089886406223,130898864,06223,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Wednesday,10/23/2013,11:30,NORTHERN,NONE,FRANKLIN ST / MCALLISTER ST,-122.421893134467,37.779891233614,POINT (-122.421893134467 37.779891233614),21,4,11,39,7,9,11,28852,41,,1,,1,,8,2,,,1,,21
13054898406111,130548984,06111,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,07/03/2013,15:00,CENTRAL,NONE,1ST ST / MARKET ST,-122.399152260199,37.7910166130682,POINT (-122.39915226019902 37.7910166130682),108,6,3,8,4,2,10,28855,6,,,,,,,2,,,,35,108
10111757274000,101117572,74000,MISSING PERSON,MISSING ADULT,Friday,12/03/2010,17:25,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,POINT (-122.39443885991402 37.7364438996732),87,2,9,1,10,3,8,58,1,,,,,,,2,,,,,87
4072899906365,040728999,06365,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,06/26/2004,09:00,CENTRAL,"ARREST, BOOKED",200 Block of SUTTER ST,-122.40482801879,37.7897596938342,POINT (-122.40482801879 37.7897596938342),19,6,3,8,5,1,10,28857,6,10,,12,,12,5,2,,,,,19
10011369265016,100113692,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,02/03/2010,19:00,MISSION,"ARREST, CITED",18TH ST / VALENCIA ST,-122.42158168137,37.7617007179518,POINT (-122.42158168137001 37.7617007179518),37,3,5,20,2,4,5,28859,19,,,,3,,,1,,,3,,37
5121215527195,051212155,27195,TRESPASS,TRESPASSING,Thursday,10/27/2005,08:03,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.415669661443,37.7821198488931,POINT (-122.415669661443 37.7821198488931),20,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
3121237930190,031212379,30190,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Wednesday,10/15/2003,08:03,MISSION,"ARREST, CITED",400 Block of GUERRERO ST,-122.424146866925,37.763953010283,POINT (-122.42414686692501 37.763953010283),37,3,5,20,8,4,5,28859,19,,,,,,,2,,,,,37
9609965106374,096099651,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,10/09/2009,14:00,CENTRAL,NONE,LARKIN ST / NORTHPOINT ST,-122.422008950077,37.8054960276478,POINT (-122.422008950077 37.8054960276478),98,6,6,32,5,1,1,28858,32,,,,,,,1,,,,,98
11058046704154,110580467,04154,ASSAULT,BATTERY OF A POLICE OFFICER,Wednesday,07/20/2011,13:23,BAYVIEW,"ARREST, CITED",NEWHALL ST / NEWCOMB AV,-122.391648748966,37.7362897860778,POINT (-122.39164874896599 37.7362897860778),86,2,9,1,10,3,8,58,1,11,,13,,13,,2,,,,,86
4144474472000,041444744,72000,NON-CRIMINAL,FOUND PROPERTY,Tuesday,12/21/2004,14:30,CENTRAL,NONE,200 Block of FRONT ST,-122.398993666371,37.7940552772543,POINT (-122.398993666371 37.7940552772543),108,6,3,8,4,1,10,28860,6,,,,,,,2,,,,,108
3096508265016,030965082,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,08/15/2003,13:37,BAYVIEW,"ARREST, BOOKED",LANE ST / PALOU AV,-122.38903812426,37.7329199998495,POINT (-122.38903812426001 37.7329199998495),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
13041339372000,130413393,72000,NON-CRIMINAL,FOUND PROPERTY,Sunday,05/19/2013,16:00,PARK,NONE,FELL ST / CENTRAL AV,-122.444217653151,37.7732099933428,POINT (-122.444217653151 37.7732099933428),24,7,11,12,15,5,11,29492,8,,,,,,,1,,,,,24
3025217419022,030252174,19022,DISORDERLY CONDUCT,DISTURBING THE PEACE,Saturday,03/01/2003,22:00,SOUTHERN,"ARREST, CITED",700 Block of BRANNAN ST,-122.403014839521,37.7732790114242,POINT (-122.403014839521 37.7732790114242),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
6028936319055,060289363,19055,ASSAULT,THREATENING PHONE CALL(S),Thursday,03/09/2006,21:30,MISSION,NONE,400 Block of CASTRO ST,-122.435150099812,37.7617597243598,POINT (-122.43515009981202 37.7617597243598),38,3,5,5,15,4,5,28862,3,1,,1,5,1,9,1,,,5,,38
8128738816621,081287388,16621,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,12/02/2008,14:00,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.41965834371,37.7642205603745,POINT (-122.41965834370998 37.7642205603745),53,3,2,20,8,4,7,28859,19,12,,14,3,14,,2,,,3,,53
3012633115200,030126331,15200,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,01/30/2003,21:45,INGLESIDE,NONE,300 Block of ARGONAUT AV,-122.415190142281,37.7097789935687,POINT (-122.415190142281 37.7097789935687),75,9,9,40,9,7,8,309,39,14,,16,,16,,2,,,,,75
9077706515150,090777065,15150,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,07/31/2009,16:03,INGLESIDE,"ARREST, BOOKED",0 Block of BLYTHDALE AV,-122.417720424652,37.7106612347749,POINT (-122.417720424652 37.7106612347749),74,9,9,40,9,7,8,309,39,14,,16,,16,,2,,,,,74
3121920609015,031219206,09015,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,10/16/2003,17:20,INGLESIDE,NONE,400 Block of CORTLAND AV,-122.417450548901,37.7392070733909,POINT (-122.417450548901 37.7392070733909),83,9,2,2,2,7,7,28859,2,,,,,,,1,,,,,83
5078518327090,050785183,27090,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,07/13/2005,11:00,NORTHERN,NONE,1100 Block of VANNESS AV,-122.421648984394,37.7861425696729,POINT (-122.42164898439401 37.7861425696729),100,4,11,39,13,9,11,28858,41,,,,,,10,1,,,,,100
9605867906374,096058679,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,07/22/2009,15:00,CENTRAL,NONE,200 Block of BEACH ST,-122.413178958845,37.8076387530515,POINT (-122.413178958845 37.8076387530515),99,6,3,23,3,1,10,308,23,,,,,,2,2,,,,,99
6035782927100,060357829,27100,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,Monday,04/03/2006,23:27,MISSION,"ARREST, CITED",16TH ST / SHOTWELL ST,-122.416389710283,37.7652491154383,POINT (-122.41638971028301 37.76524911543831),53,3,2,20,8,4,7,28859,19,12,,14,3,14,,2,,,3,,53
3045440516625,030454405,16625,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Friday,04/18/2003,00:40,MISSION,"ARREST, BOOKED",19TH ST / MISSION ST,-122.419208249515,37.7602340753651,POINT (-122.419208249515 37.7602340753651),53,3,2,20,2,4,7,28859,19,13,,15,3,15,,2,,,3,,53
13060471816620,130604718,16620,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,07/23/2013,03:03,BAYVIEW,"ARREST, BOOKED",500 Block of CONNECTICUT ST,-122.397193894699,37.7586761110294,POINT (-122.397193894699 37.7586761110294),54,2,9,26,10,3,8,28856,29,,,,,,,2,,,,,54
8073336206234,080733362,06234,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Saturday,07/12/2008,21:00,TARAVAL,NONE,200 Block of SAGAMORE ST,-122.460564524171,37.7113249681306,POINT (-122.46056452417102 37.7113249681306),81,10,1,24,9,8,6,28861,24,,,,,,,2,,,,,81
3087450264020,030874502,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,07/23/2003,14:06,INGLESIDE,NONE,600 Block of SILVER AV,-122.423207985156,37.7288459128524,POINT (-122.423207985156 37.7288459128524),94,9,1,7,9,7,6,28861,5,,,,,,,2,,,,,94
8057274006243,080572740,06243,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,05/31/2008,20:00,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336,POINT (-122.43120693207901 37.7845681170336),101,4,11,39,13,9,11,29490,41,8,,9,,9,,2,,,,,101
6073272606361,060732726,06361,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,07/11/2006,10:40,SOUTHERN,"ARREST, CITED",700 Block of MARKET ST,-122.405359371753,37.7859774761625,POINT (-122.405359371753 37.7859774761625),32,5,10,8,12,2,9,28853,6,,,,,,4,1,,,,35,32
8070917571010,080709175,71010,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,06/01/2008,09:00,TARAVAL,NONE,500 Block of ARCH ST,-122.467238438397,37.7206852427827,POINT (-122.467238438397 37.7206852427827),64,10,1,24,9,8,6,64,24,,,,,,,2,,,,,64
4009051607021,040090516,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,01/23/2004,13:47,SOUTHERN,NONE,100 Block of FOLSOM ST,-122.391471981829,37.7897517537487,POINT (-122.391471981829 37.7897517537487),108,1,10,8,6,2,9,28855,6,,,,,,3,1,,,,,108
7038167006363,070381670,06363,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,04/14/2007,13:50,TARAVAL,"ARREST, CITED",1200 Block of IRVING ST,-122.47114555295,37.7638796121694,POINT (-122.47114555295 37.7638796121694),109,10,11,14,11,8,11,56,12,,,,,,,1,,,,,109
10005023206362,100050232,06362,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,01/15/2010,20:45,TENDERLOIN,"ARREST, CITED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,POINT (-122.407244087032 37.7865647607685),19,6,3,8,5,10,10,28852,6,10,,12,,12,5,2,,,,,19
7025649330155,070256493,30155,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Monday,03/12/2007,08:54,CENTRAL,"ARREST, BOOKED",1400 Block of CALIFORNIA ST,-122.418239272625,37.7909332313364,POINT (-122.41823927262502 37.79093323133641),16,6,3,21,5,1,10,28858,21,,,,,,,1,,,,,16
6131556765016,061315567,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,12/11/2006,00:01,INGLESIDE,"ARREST, CITED",MANSELL ST / VISITACION AV,-122.41167412088,37.7187542939484,POINT (-122.41167412088001 37.7187542939484),73,9,9,19,9,7,8,309,18,,,,,,,2,,,,,73
13068177265016,130681772,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,08/16/2013,22:10,CENTRAL,"ARREST, CITED",800 Block of GEARY ST,-122.417295322526,37.7862578545865,POINT (-122.41729532252602 37.7862578545865),50,6,10,36,13,1,9,28858,36,,,,,,,2,,,,,50
10026123516040,100261235,16040,DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,03/19/2010,13:15,PARK,"ARREST, BOOKED",STANYAN ST / HAIGHT ST,-122.45353456066,37.7691662978052,POINT (-122.45353456066 37.7691662978052),9,7,11,3,11,5,11,29492,9,22,,24,,25,,1,,,,,9
11011705474000,110117054,74000,MISSING PERSON,MISSING ADULT,Monday,02/07/2011,23:00,BAYVIEW,NONE,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,POINT (-122.39443885991402 37.7364438996732),87,2,9,1,10,3,8,58,1,,,,,,,2,,,,,87
10101049315200,101010493,15200,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,10/31/2010,01:24,PARK,NONE,2100 Block of FULTON ST,-122.452087808568,37.7750291517204,POINT (-122.452087808568 37.7750291517204),12,7,4,18,15,5,2,29492,16,,,,,,,1,,,,,12
3133401406373,031334014,06373,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,11/12/2003,18:00,TARAVAL,NONE,200 Block of WEST PORTAL AV,-122.467958511978,37.7387826159252,POINT (-122.467958511978 37.7387826159252),46,10,8,41,1,8,4,59,40,,,,,,,1,,,,,46
8111906006221,081119060,06221,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,10/18/2008,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
8029658606364,080296586,06364,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,03/20/2008,13:58,CENTRAL,NONE,100 Block of GEARY ST,-122.405841476462,37.7877190985177,POINT (-122.40584147646202 37.7877190985177),19,6,3,8,5,1,10,28857,6,10,,12,,12,5,2,,,,,19
11009678706242,110096787,06242,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,01/31/2011,16:00,CENTRAL,NONE,600 Block of JACKSON ST,-122.406064338866,37.7961528790147,POINT (-122.40606433886599 37.7961528790147),104,6,3,6,3,1,10,308,4,5,,5,,5,,2,,,,,104
8011896863010,080118968,63010,WARRANTS,WARRANT ARREST,Sunday,02/03/2008,17:41,MISSION,"ARREST, BOOKED",24TH ST / FLORIDA ST,-122.410067981387,37.752737880572,POINT (-122.410067981387 37.752737880572),53,3,2,20,2,4,7,28859,19,,,,3,,,1,,,3,,53
11065874111012,110658741,11012,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,08/16/2011,17:00,TENDERLOIN,"ARREST, BOOKED",200 Block of EDDY ST,-122.411800134753,37.7840890366868,POINT (-122.411800134753 37.7840890366868),20,5,10,36,14,10,9,28852,36,17,1,18,,18,6,2,1,1,,,20
7075999271000,070759992,71000,NON-CRIMINAL,LOST PROPERTY,Thursday,07/26/2007,15:00,NORTHERN,NONE,0 Block of MARINA BL,-122.432951589917,37.8050520228881,POINT (-122.432951589917 37.8050520228881),17,4,6,13,13,9,1,57,17,,,,,,,1,,,,14,17
4096875364072,040968753,64072,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",Tuesday,08/24/2004,22:40,INGLESIDE,NONE,1600 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531,POINT (-122.41714480239898 37.7121502932531),74,9,9,40,9,7,8,309,39,14,,16,,16,,2,,,,,74
5021828106242,050218281,06242,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,02/24/2005,17:00,INGLESIDE,NONE,0 Block of ELLINGTON AV,-122.442861657594,37.7153466374237,POINT (-122.442861657594 37.7153466374237),80,9,1,28,9,7,6,28861,25,,,,,,,2,,,,,80
9088746005013,090887460,05013,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,08/23/2009,12:00,NORTHERN,NONE,3300 Block of OCTAVIA ST,-122.429883674266,37.8030682665423,POINT (-122.42988367426601 37.8030682665423),17,4,6,13,13,9,1,57,17,,,,,,,1,,,,,17
5146541704012,051465417,04012,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Saturday,12/31/2005,15:05,TARAVAL,NONE,2400 Block of NORIEGA ST,-122.489868656046,37.7535951575186,POINT (-122.489868656046 37.7535951575186),39,10,7,35,1,8,3,56,35,,,,,,,1,,,,,39
8029384916100,080293849,16100,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,03/19/2008,19:34,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
12104652510125,121046525,10125,FRAUD,"FALSE PRETENSES, GRAND THEFT",Saturday,12/22/2012,10:15,BAYVIEW,NONE,4700 Block of 3RD ST,-122.390689582557,37.7352172280077,POINT (-122.390689582557 37.7352172280077),86,2,9,1,10,3,8,58,1,11,,13,,13,,2,,,,,86
11098894606130,110988946,06130,LARCENY/THEFT,ATTEMPTED GRAND THEFT PURSESNATCH,Saturday,12/10/2011,07:20,INGLESIDE,NONE,PRAGUE ST / PERSIA AV,-122.427191891813,37.7189436957878,POINT (-122.42719189181301 37.7189436957878),90,9,1,7,9,7,6,28861,5,,,,,,,2,,,,,90
10061223004138,100612230,04138,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,07/03/2010,20:48,NORTHERN,"ARREST, BOOKED",1000 Block of EDDY ST,-122.42577891406,37.7823192392643,POINT (-122.42577891406 37.7823192392643),100,4,11,39,7,9,11,28858,41,,,,,,,2,,,,,100
10605762228150,106057622,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,05/17/2010,03:45,RICHMOND,NONE,100 Block of PARKER AV,-122.454483056367,37.7827803469912,POINT (-122.454483056367 37.7827803469912),11,8,6,31,11,6,1,54,31,,,,,,,1,,,,,11
5131323663010,051313236,63010,WARRANTS,WARRANT ARREST,Monday,11/21/2005,04:38,SOUTHERN,"ARREST, BOOKED",300 Block of 9TH ST,-122.411277969882,37.7735786121372,POINT (-122.411277969882 37.7735786121372),32,1,10,34,8,2,9,28853,34,,,,,,,2,,,,,32
6033148109210,060331481,09210,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Monday,03/27/2006,20:55,RICHMOND,NOT PROSECUTED,6700 Block of FULTON ST,-122.504022776714,37.7717192500401,POINT (-122.50402277671398 37.7717192500401),8,8,4,29,11,6,2,55,26,,,,,,,1,,,,,8
5136600364080,051366003,64080,SUSPICIOUS OCC,SUSPICIOUS PERSON,Sunday,12/04/2005,21:20,INGLESIDE,NONE,100 Block of OCEAN AV,-122.440465803423,37.7234953610946,POINT (-122.440465803423 37.7234953610946),94,9,1,28,9,7,6,28861,25,,,,,,,1,,,,,94
4075947704014,040759477,04014,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,07/03/2004,23:20,CENTRAL,NONE,GEARY ST / JONES ST,-122.413174494403,37.7867190155311,POINT (-122.413174494403 37.7867190155311),20,6,10,36,5,1,9,28852,36,,,,,,,2,1,1,,,20
3035168506113,030351685,06113,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,03/24/2003,17:00,SOUTHERN,NONE,4TH ST / MARKET ST,-122.40583247449,37.785744654538,POINT (-122.40583247449001 37.785744654538),32,5,3,8,5,2,10,28853,6,17,,18,,18,4,2,,,,35,32
13081319105023,130813191,05023,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Thursday,09/26/2013,07:00,NORTHERN,NONE,400 Block of BUCHANAN ST,-122.427567445226,37.774146266505,POINT (-122.42756744522599 37.774146266505),26,4,11,9,7,9,11,28852,10,,,,,,,1,,,,,26
3124013203014,031240132,03014,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,10/21/2003,23:30,MISSION,NONE,24TH ST / BARTLETT ST,-122.419560437891,37.7521716091766,POINT (-122.419560437891 37.7521716091766),53,3,2,20,2,4,7,28859,19,,,,3,,,2,,,3,,53
7101721404014,071017214,04014,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,09/28/2007,23:59,MISSION,NONE,4200 Block of 26TH ST,-122.434895524383,37.7479737093924,POINT (-122.434895524383 37.7479737093924),84,3,5,22,2,4,5,63,22,,,,,,,1,,,,,84
6053204306362,060532043,06362,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,05/19/2006,12:30,CENTRAL,NONE,1000 Block of BUSH ST,-122.414576897,37.7894768075723,POINT (-122.414576897 37.789476807572306),50,6,3,21,5,1,10,28858,21,,,,,,,1,,,,,50
11097687204138,110976872,04138,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,12/06/2011,06:00,RICHMOND,"ARREST, BOOKED",2500 Block of SUTTER ST,-122.442364696255,37.7848750530811,POINT (-122.442364696255 37.7848750530811),103,8,11,15,15,6,11,29490,13,,,,,,,2,,,,,103
7008413164020,070084131,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,01/23/2007,16:24,INGLESIDE,PSYCHOPATHIC CASE,0 Block of LYELL ST,-122.431604221964,37.7313118275068,POINT (-122.431604221964 37.7313118275068),94,9,5,28,9,7,5,28861,25,,,,,,,1,,,,,94
6123684471000,061236844,71000,NON-CRIMINAL,LOST PROPERTY,Friday,11/17/2006,09:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
3106105706242,031061057,06242,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,09/07/2003,15:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
3000792919057,030007929,19057,ASSAULT,THREATS AGAINST LIFE,Thursday,01/02/2003,21:30,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,POINT (-122.40653911514798 37.7564864109309),54,3,9,20,10,4,8,28859,19,23,,10,3,10,,2,,,3,,54
9111057507021,091110575,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,10/27/2009,18:30,CENTRAL,UNFOUNDED,UNION ST / LARKIN ST,-122.420690670534,37.798968887758,POINT (-122.420690670534 37.798968887758),105,6,3,32,5,9,10,28858,32,,,,,,,1,,,,,105
8087428964020,080874289,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,08/19/2008,15:00,PARK,NONE,500 Block of COLE ST,-122.450378709035,37.7700363945073,POINT (-122.45037870903498 37.7700363945073),25,7,11,3,15,5,11,29492,9,22,,24,,25,,1,,,,,25
13014292806125,130142928,06125,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS,Monday,02/18/2013,14:09,MISSION,NONE,500 Block of CASTRO ST,-122.434994783089,37.7600697106567,POINT (-122.434994783089 37.76006971065671),38,3,5,5,2,4,5,28862,3,1,,1,,,9,1,,,5,,38
5085730605151,050857306,05151,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,07/30/2005,17:00,CENTRAL,"ARREST, BOOKED",400 Block of SANSOME ST,-122.401377352704,37.7946419086629,POINT (-122.40137735270402 37.7946419086629),108,6,3,6,3,1,10,28860,4,,,,,,,2,,,,,108
13015599307055,130155993,07055,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,02/22/2013,20:27,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / MCALLISTER ST,-122.413679376888,37.7809258336852,POINT (-122.41367937688801 37.7809258336852),21,5,10,36,7,10,9,28852,36,3,1,3,1,3,6,2,1,1,1,,21
9110352019057,091103520,19057,ASSAULT,THREATS AGAINST LIFE,Friday,10/23/2009,16:00,MISSION,NONE,CHURCH ST / 16TH ST,-122.4286681077,37.7645077029947,POINT (-122.4286681077 37.7645077029947),37,3,5,5,8,4,5,28862,3,,,,,1,,1,,,5,,37
4038241064070,040382410,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,04/03/2004,00:30,RICHMOND,NONE,1800 Block of DIVISADERO ST,-122.440040391343,37.7866702442116,POINT (-122.440040391343 37.7866702442116),103,4,6,30,13,6,1,29490,27,,,,,,,1,,,,,103
11015812706242,110158127,06242,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,02/22/2011,21:00,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.41402726269,37.7718636177154,POINT (-122.41402726268998 37.7718636177154),32,1,10,20,8,2,9,28853,19,,1,,1,,,2,,,1,,32
9046465406244,090464654,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,05/04/2009,10:00,CENTRAL,NONE,2500 Block of TAYLOR ST,-122.415270023651,37.8058980113661,POINT (-122.415270023651 37.8058980113661),99,6,3,23,5,1,10,308,23,,,,,,2,2,,,,,99
9045548728135,090455487,28135,OTHER OFFENSES,HARASSING PHONE CALLS,Tuesday,04/28/2009,13:00,BAYVIEW,NONE,500 Block of SOMERSET ST,-122.406734358351,37.7248028091791,POINT (-122.40673435835102 37.7248028091791),91,2,2,25,10,3,7,309,28,,,,,,,2,,,,,91
8119936372000,081199363,72000,NON-CRIMINAL,FOUND PROPERTY,Sunday,11/09/2008,11:00,SOUTHERN,UNFOUNDED,4TH ST / JESSIE ST,-122.404796869057,37.7849071033956,POINT (-122.40479686905701 37.7849071033956),32,5,10,34,12,2,9,28853,34,,,,,,4,2,,,,,32
6091992412026,060919924,12026,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Tuesday,08/29/2006,11:14,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,0 Block of DUKES CT,-122.386783027632,37.7370025257861,POINT (-122.38678302763202 37.7370025257861),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
12036564106303,120365641,06303,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,05/08/2012,10:30,INGLESIDE,NONE,500 Block of SILVER AV,-122.423945117394,37.7286939836838,POINT (-122.42394511739401 37.7286939836838),90,9,1,7,9,7,6,28861,5,16,,,,,,1,,,,,90
6112347305051,061123473,05051,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Friday,10/20/2006,03:56,NORTHERN,NONE,2400 Block of FILLMORE ST,-122.43440245623,37.7920487528292,POINT (-122.43440245623 37.7920487528292),102,4,6,30,13,9,1,29490,27,,,,,,,1,,,,,102
3088051526150,030880515,26150,OTHER OFFENSES,PAROLE VIOLATION,Thursday,07/24/2003,22:45,SOUTHERN,"ARREST, BOOKED",MARKET ST / VAN NESS AV,-122.419257894821,37.775146291631,POINT (-122.419257894821 37.775146291631),32,1,10,20,8,2,9,28853,19,,1,,1,,8,2,1,1,1,,32
4098353509320,040983535,09320,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,08/27/2004,08:30,SOUTHERN,NONE,100 Block of SPEAR ST,-122.393326499811,37.791873623989,POINT (-122.39332649981101 37.791873623989),108,1,10,8,12,2,9,28855,6,,,,,,3,1,,,,,108
6052363828135,060523638,28135,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,05/17/2006,09:00,TARAVAL,NONE,1500 Block of 43RD AV,-122.502445754989,37.7577525400824,POINT (-122.50244575498898 37.7577525400824),39,10,7,35,1,8,3,56,35,,,,,,,1,,,,,39
