standardCode,startPortionTopElevation,networkType,endPortionBuriedDepth,endPortionTopElevation,tubulationID,crossSection,NAME,startPortionBuriedDepth,locationRoad,startPointID,material,elementType,tubulationLength,endPointID
163101,3.24,DL,1.41,3.04,DL4474340014,900x900,DL4474340014,1.1,文松路,DL4484340011,,电力管-半径弯头/T 形三通,74,DL4474340006
163101,3.15,DL,1.01,3.51,DL4484340021,900x900,DL4484340021,1.1,文松路,DL4484340014,,电力管-半径弯头/T 形三通,52,DL4484340016
163101,2.76,DL,1.39,1.41,DL4484340015,150?,DL4484340015,1.48,文松路,DL4484340015,,电力管-T 形三通,30,DL4484330010
163101,3.47,DL,1.08,3.26,DL4484340020,900x900,DL4484340020,1.05,文松路,DL4484340017,,电力管-半径弯头/T 形三通,41,DL4484340010
163101,7.35,DL,0.92,7.09,DL4484560023,750 mmx300 mm,DL4484560023,0.6,金滨路,DL4484560002,,电力管-矩形风管,28.2,DL4484560005
163101,7.02,DL,1.01,7.05,DL4484560020,750 mmx300 mm,DL4484560020,0.93,金滨路,DL4484560003,,电力管-矩形风管,9.1,DL4484560012
163101,7.08,DL,0.93,7.02,DL4484560021,750 mmx300 mm,DL4484560021,1,金滨路,DL4484560004,,电力管-矩形风管,16.39,DL4484560003
163101,7.09,DL,1,7.08,DL4484560022,750 mmx300 mm,DL4484560022,0.92,金滨路,DL4484560005,,电力管-矩形风管,27,DL4484560004
163101,8.01,DL,0.7,8.01,DL4484560004,150 mm?,DL4484560004,0.37,金滨路,DL4484560006,塑料,电力管-PE管,2.8,DL4484560013
163101,7.9,DL,0.37,8.01,DL4484560005,150 mm?,DL4484560005,0.25,金滨路,DL4484560007,塑料,电力管-PE管,0.71,DL4484560006
163101,7.8,DL,0.25,7.9,DL4484560006,150 mm?,DL4484560006,0.21,金滨路,DL4484560008,塑料,电力管-PE管,1,DL4484560007
163101,7.41,DL,0.21,7.8,DL4484560007,150 mm?,DL4484560007,0.67,金滨路,DL4484560009,塑料,电力管-PE管,7.41,DL4484560008
163101,6.74,DL,1.04,7.11,DL4484560018,750 mmx300 mm,DL4484560018,1.33,金滨路,DL4484560011,,电力管-矩形风管,26.2,DL4484560016
163101,7.03,DL,1.1,6.97,DL4484560003,1300 mmx400 mm,DL4484560003,1.03,金滨路,DL4484560012,,电力管-矩形风管,18.6,DL4484560001
163101,7.05,DL,1.41,6.66,DL4484560019,750 mmx300 mm,DL4484560019,1.01,金滨路,DL4484560012,,电力管-矩形风管,27,DL4484560011
163101,7.01,DL,1.01,7.21,DL4484560002,750 mmx300 mm,DL4484560002,1.05,金滨路,DL4484560012,,电力管-矩形风管,8.1,DL4484560010
163101,6.99,DL,0.67,7.41,DL4484560008,150 mm?,DL4484560008,1.03,金滨路,DL4484560014,塑料,电力管-PE管,31.68,DL4484560009
163101,7.14,DL,1.07,7.1,DL4484560001,150 mm?,DL4484560001,1.01,金滨路,DL4484560016,塑料,电力管-PE管,8.8,DL4484560015
163101,7.11,DL,1.18,6.88,DL4484560017,750 mmx300 mm,DL4484560017,1.04,金滨路,DL4484560016,,电力管-矩形风管,25.74,DL4484560022
163101,6.97,DL,0.6,7.35,DL4484560024,750 mmx300 mm,DL4484560024,0.63,金滨路,DL4484560017,,电力管-矩形风管,17.4,DL4484560002
163101,7.32,DL,1.03,6.99,DL4484560009,150 mm?,DL4484560009,0.69,金滨路,DL4484560018,塑料,电力管-PE管,26.66,DL4484560014
163101,8.19,DL,0.7,8.23,DL4484560025,150 mm?,DL4484560025,0.31,金滨路,DL4484560020,塑料,电力管-PE管,3.2,DL4484560019
163101,8.13,DL,0.31,8.19,DL4484560011,150 mm?,DL4484560011,0.3,金滨路,DL4484560021,塑料,电力管-PE管,0.62,DL4484560020
163101,6.93,DL,1.15,6.48,DL4484570008,750 mmx300 mm,DL4484570008,1.13,金滨路,DL4484560022,,电力管-矩形风管,85.8,DL4484570006
163101,8.05,DL,0.3,8.13,DL4484560012,150 mm?,DL4484560012,0.28,金滨路,DL4484560023,塑料,电力管-PE管,1.12,DL4484560021
163101,7.47,DL,0.69,7.32,DL4484560010,150 mm?,DL4484560010,0.66,金滨路,DL4484560024,塑料,电力管-PE管,9.98,DL4484560018
163101,7.47,DL,0.28,8.05,DL4484560013,150 mm?,DL4484560013,0.66,金滨路,DL4484560024,塑料,电力管-PE管,8.46,DL4484560023
163101,7.24,DL,0.66,7.47,DL4484560014,150 mm?,DL4484560014,0.66,金滨路,DL4484560025,塑料,电力管-PE管,15.7,DL4484560024
163101,6.72,DL,0.9,7.22,DL4484570001,150 mm?,DL4484570001,1.51,金滨路,DL4484570002,塑料,电力管-PE管,3.64,DL4484570005
163101,7.12,DL,0.66,7.24,DL4484570003,150 mm?,DL4484570003,1,金滨路,DL4484570005,塑料,电力管-PE管,9.4,DL4484560025
163101,6.48,DL,1.03,6.61,DL4484570007,750 mmx300 mm,DL4484570007,1.15,金滨路,DL4484570006,,电力管-矩形风管,2.4,DL4484570001
163101,7.07,DL,1.38,6.75,DL4484570005,150 mm?,DL4484570005,0.8,金滨路,DL4484570007,塑料,电力管-PE管,42.4,DL4484570009
163101,7.01,DL,0.8,7.07,DL4484570006,150 mm?,DL4484570006,0.9,金滨路,DL4484570008,塑料,电力管-PE管,6.48,DL4484570007
163101,6.75,DL,1.51,6.72,DL4484570004,150 mm?,DL4484570004,1.38,金滨路,DL4484570009,塑料,电力管-PE管,32.54,DL4484570002
163101,4.51,DL,0.3,4.81,DL4484610001,150 mm?,DL4484610001,5.8,滨江滨海路,DL4484610001,钢，碳钢,电力管-PE,10.31,DL4484610006
163101,9.31,DL,1.37,9.33,DL4484620005,1600 mmx400 mm,DL4484620005,1.35,滨江滨海路,DL4484610002,,电力管-风管,35.7,DL4484620006
163101,9.23,DL,1.35,9.31,DL4484610009,1600 mmx400 mm,DL4484610009,1.25,滨江滨海路,DL4484610003,,电力管-风管,26.1,DL4484610002
163101,9.5,DL,1.47,8.95,DL4484610006,750 mmx300 mm,DL4484610006,1,滨江滨海路,DL4484610004,,电力管-风管,17.61,DL4484610009
163101,9.51,DL,-3,8.21,DL4484610004,150 mm?,DL4484610004,0.8,滨江滨海路,DL4484610005,钢，碳钢,电力管-PE,2.82,DL4484610008
163101,9.51,DL,-4.5,9.31,DL4484610003,150 mm?,DL4484610003,0.8,滨江滨海路,DL4484610005,钢，碳钢,电力管-PE,4.8,DL4484610007
163101,8.95,DL,1.3,9.01,DL4484610005,750 mmx300 mm,DL4484610005,1.47,滨江滨海路,DL4484610009,,电力管-风管,24.9,DL4484610005
163101,9.41,DL,1.1,9.09,DL4484620001,1600 mmx400 mm,DL4484620001,1.3,滨江滨海路,DL4484620001,,电力管-风管,35.3,DL4484620014
163101,9.39,DL,1.37,9.35,DL4484620011,1600 mmx400 mm,DL4484620011,1.36,滨江滨海路,DL4484620003,,电力管-风管,38.74,DL4484620002
163101,9.33,DL,1.36,9.48,DL4484620008,1600 mmx400 mm,DL4484620008,1.36,滨江滨海路,DL4484620005,,电力管-风管,49.44,DL4484620004
163101,8.45,DL,1.05,8.84,DL4484630002,1600 mmx400 mm,DL4484630002,1.58,滨江滨海路,DL4484620010,,电力管-风管,27.74,DL4484630009
163101,9.06,DL,1.58,8.45,DL4484620014,1600 mmx400 mm,DL4484620014,1.06,滨江滨海路,DL4484620011,,电力管-风管,24.9,DL4484620010
163101,9.09,DL,1.06,9.08,DL4484620017,1600 mmx400 mm,DL4484620017,1.1,滨江滨海路,DL4484620014,,电力管-风管,6.5,DL4484620013
163101,9.4,DL,0.6,9.51,DL4484630006,50 mm?,DL4484630006,0.5,滨江滨海路,DL4484630002,钢，碳钢,电力管-PE,3.9,DL4484630001
163101,8.31,DL,1.2,8.5,DL4484630009,1600 mmx400 mm,DL4484630009,1.6,滨江滨海路,DL4484630004,,电力管-风管,40.82,DL4484630003
163101,8.83,DL,1.5,8.41,DL4484630012,1600 mmx400 mm,DL4484630012,1.05,滨江滨海路,DL4484630007,,电力管-风管,46.92,DL4484630006
163101,9.57,DL,0.4,9.76,DL4484630004,100 mm?,DL4484630004,0.4,滨江滨海路,DL4484630010,钢，碳钢,电力管-PE,12.16,DL4484630011
163101,9.2,DL,0.4,9.57,DL4484630003,100 mm?,DL4484630003,1.15,滨江滨海路,DL4484630012,钢，碳钢,电力管-PE,1.82,DL4484630010
163101,0.0,DL,0.5,9.4,DL4484630005,50 mm?,DL4484630005,0.0,滨江滨海路,DL4484630013,钢，碳钢,电力管-PE,1.58,DL4484630002
163101,3.5,DL,1.33,2.48,DL4494310002,800x1000,DL4494310002,1.13,文松路,DL4494310001,,电力管-半径弯头/T 形三通,28,DL4494310015
163101,0.0,DL,0.0,0.0,DL4494310022,800x1000,DL4494310022,0.0,文松路,DL4494310002,,电力管-半径弯头/T 形三通,3,DL4494310003
163101,3.52,DL,1.13,3.5,DL4494310021,800x1000,DL4494310021,1.01,文松路,DL4494310004,,电力管-半径弯头/T 形三通,36,DL4494310001
163101,0.0,DL,0.0,0.0,DL4494310023,800x1000,DL4494310023,0.0,文松路,DL4494310005,,电力管-半径弯头/T 形三通,3,DL4494310008
163101,0.0,DL,1.12,3.24,DL4494310019,900x900,DL4494310019,0.0,文松路,DL4494310006,,电力管-半径弯头/T 形三通,18,DL4494310007
163101,3.24,DL,1.3,3.01,DL4494310018,900x900,DL4494310018,1.12,文松路,DL4494310007,,电力管-半径弯头/T 形三通,77,DL4494310013
163101,0.0,DL,0.0,0.0,DL4494310024,800x1000,DL4494310024,0.0,文松路,DL4494310009,,电力管-半径弯头/T 形三通,3,DL4494310010
163101,0.0,DL,0.0,0.0,DL4494310025,800x1000,DL4494310025,0.0,文松路,DL4494310011,,电力管-半径弯头/T 形三通,3,DL4494310012
163101,3.01,DL,1.23,3.29,DL4494320010,900x900,DL4494320010,1.3,文松路,DL4494310013,,电力管-半径弯头/T 形三通,84,DL4494320021
163101,2.66,DL,1.25,2.56,DL4494310004,800x1000,DL4494310004,1.3,文松路,DL4494310016,,电力管-半径弯头/T 形三通,46,DL4494310017
163101,2.59,DL,1.35,2.46,DL4494310007,800x1000,DL4494310007,1.37,文松路,DL4494310018,,电力管-半径弯头/T 形三通,38,DL4494310019
163101,2.61,DL,1.41,2.4,DL4494310011,800x1000,DL4494310011,1.35,文松路,DL4494310020,,电力管-半径弯头/T 形三通,49,DL4494310021
163101,2.56,DL,1.33,2.48,DL4494310013,800x1000,DL4494310013,1.4,文松路,DL4494310022,,电力管-半径弯头/T 形三通,52,DL4494320018
163101,0.0,DL,0.0,0.0,DL4494320006,800x1000,DL4494320006,0.0,文松路,DL4494320001,,电力管-半径弯头/T 形三通,3,DL4484320001
163101,0.0,DL,0.0,0.0,DL4494320015,800x1000,DL4494320015,0.0,文松路,DL4494320003,,电力管-半径弯头/T 形三通,2,DL4494320004
163101,0.0,DL,0.0,0.0,DL4494320016,800x1000,DL4494320016,0.0,文松路,DL4494320005,,电力管-半径弯头/T 形三通,2,DL4494320006
163101,3.09,DL,0.65,3.69,DL4494320019,150?,DL4494320019,0.73,文松路,DL4494320008,,电力管-T 形三通,3,DL4494320009
163101,3.69,DL,1.44,3.21,DL4494320029,150?,DL4494320029,0.65,文松路,DL4494320009,,电力管-T 形三通,7,DL4494320011
163101,3.23,DL,1.44,3.21,DL4494320020,150?,DL4494320020,0.87,文松路,DL4494320010,,电力管-T 形三通,14,DL4494320011
163101,3.21,DL,1.81,2.91,DL4494320021,150?,DL4494320021,1.44,文松路,DL4494320011,,电力管-T 形三通,11,DL4494320012
163101,2.91,DL,1.36,2.64,DL4494320022,150?,DL4494320022,1.81,文松路,DL4494320012,,电力管-T 形三通,46,DL4494320023
163101,3.13,DL,1.05,3.05,DL4494310026,150?,DL4494310026,0.97,文松路,DL4494320013,,电力管-T 形三通,5,DL4494310014
163101,3.73,DL,0.6,3.67,DL4494320014,100x50,DL4494320014,0.68,文松路,DL4494320016,,电力管-半径弯头/T 形三通,1,DL4494320017
163101,3.14,DL,1.4,2.6,DL4494320013,900x900,DL4494320013,1.27,文松路,DL4494320016,,电力管-半径弯头/T 形三通,33,DL4494320023
163101,2.63,DL,1.37,2.44,DL4494320004,800x1000,DL4494320004,1.33,文松路,DL4494320019,,电力管-半径弯头/T 形三通,49,DL4494320002
163101,2.55,DL,1.33,2.48,DL4494320024,800x1000,DL4494320024,1.41,文松路,DL4494320020,,电力管-半径弯头/T 形三通,49,DL4494320014
163101,3.22,DL,1.27,3.14,DL4494320009,900x900,DL4494320009,1.3,文松路,DL4494320022,,电力管-半径弯头/T 形三通,35,DL4494320016
163101,2.6,DL,1.27,3.25,DL4494320027,900x900,DL4494320027,1.4,文松路,DL4494320023,,电力管-半径弯头/T 形三通,45,DL4494320024
163101,3.22,DL,0.8,3.72,DL4494320026,900x900,DL4494320026,1.3,文松路,DL4494320025,,电力管-半径弯头/T 形三通,81,DL4484320010
163101,8.5,DL,1.14,8.68,DL4494550007,1600 mmx400 mm,DL4494550007,1.1,滨江滨海路,DL4494550001,,电力管-风管,36.67,DL4494550014
163101,8.86,DL,0.65,8.77,DL4494550002,150 mm?,DL4494550002,0.45,滨江滨海路,DL4494550003,钢，碳钢,电力管-PE,29.75,DL4494550004
163101,8.27,DL,1.06,8.47,DL4494550004,1600 mmx400 mm,DL4494550004,1.24,滨江滨海路,DL4494550006,,电力管-风管,19.1,DL4494550002
163101,8.7,DL,0.45,8.86,DL4494550003,150 mm?,DL4494550003,0.43,滨江滨海路,DL4494550007,钢，碳钢,电力管-PE,43.93,DL4494550003
163101,8.1,DL,1.24,8.27,DL4494550010,1600 mmx400 mm,DL4494550010,1.27,滨江滨海路,DL4494550008,,电力管-风管,35.51,DL4494550006
163101,7.99,DL,1.25,8.05,DL4494550013,1600 mmx400 mm,DL4494550013,1.32,滨江滨海路,DL4494550010,,电力管-风管,11.84,DL4494550009
163101,8.68,DL,1.2,8.65,DL4494550016,1600 mmx400 mm,DL4494550016,1.14,滨江滨海路,DL4494550014,,电力管-风管,10.7,DL4494560014
163101,8.99,DL,1.3,9.03,DL4494560005,1600 mmx400 mm,DL4494560005,1.18,滨江滨海路,DL4494560005,,电力管-风管,50.2,DL4494560007
163101,9.52,DL,0.85,9.16,DL4494560016,750 mmx400 mm,DL4494560016,0.85,滨江滨海路,DL4494560006,,电力管-风管,51,DL4494560021
163101,9.14,DL,1.25,8.91,DL4494560009,1600 mmx400 mm,DL4494560009,1.27,滨江滨海路,DL4494560008,,电力管-风管,48.7,DL4494560009
163101,8.98,DL,1.24,8.89,DL4494560002,1600 mmx400 mm,DL4494560002,1.22,滨江滨海路,DL4494560011,,电力管-风管,13.8,DL4494560004
163101,8.67,DL,1.24,8.78,DL4494560019,1600 mmx400 mm,DL4494560019,1.2,滨江滨海路,DL4494560012,,电力管-风管,33.53,DL4494560015
163101,8.78,DL,1.25,8.76,DL4494560020,1600 mmx400 mm,DL4494560020,1.24,滨江滨海路,DL4494560015,,电力管-风管,13.53,DL4494560017
163101,8.77,DL,1.22,8.98,DL4494560024,1600 mmx400 mm,DL4494560024,1.28,滨江滨海路,DL4494560016,,电力管-风管,7.8,DL4494560011
163101,8.77,DL,1.28,8.77,DL4494560023,1600 mmx400 mm,DL4494560023,1.25,滨江滨海路,DL4494560018,,电力管-风管,24.8,DL4494560016
163101,9.57,DL,1.35,9.17,DL4494570010,1600 mmx400 mm,DL4494570010,1.24,滨江滨海路,DL4494560020,,电力管-风管,39.94,DL4494570010
163101,8.88,DL,1.6,8.05,DL4494570003,700 mmx400 mm,DL4494570003,1.53,金滨路,DL4494570005,,电力管-矩形风管,61.1,DL4624380009
163101,8.88,DL,1.29,9.16,DL4494570005,1600 mmx400 mm,DL4494570005,1.53,滨江滨海路,DL4494570005,,电力管-风管,49.3,DL4494570013
163101,8.6,DL,1.53,8.88,DL4494570004,1600 mmx400 mm,DL4494570004,1.57,滨江滨海路,DL4494570006,,电力管-风管,47.7,DL4494570005
163101,9.21,DL,1.28,9.14,DL4494570013,1600 mmx400 mm,DL4494570013,1.3,滨江滨海路,DL4494570011,,电力管-风管,58.4,DL4494570012
163101,8.4,DL,1.57,8.6,DL4494580002,1600 mmx400 mm,DL4494580002,1.62,滨江滨海路,DL4494580004,,电力管-风管,72.96,DL4494570006
163101,9,DL,1.47,9.12,DL4494580003,1600 mmx400 mm,DL4494580003,1.4,滨江滨海路,DL4494580006,,电力管-风管,23.5,DL4494590012
163101,8.96,DL,1.4,8.99,DL4494580006,1600 mmx400 mm,DL4494580006,1.41,滨江滨海路,DL4494580007,,电力管-风管,13,DL4494580005
163101,8.89,DL,1.41,8.96,DL4494580007,1600 mmx400 mm,DL4494580007,1.37,滨江滨海路,DL4494580009,,电力管-风管,35,DL4494580007
163101,8.67,DL,1.35,8.84,DL4494580010,1600 mmx400 mm,DL4494580010,1.33,滨江滨海路,DL4494580010,,电力管-风管,25.1,DL4494580008
163101,8.7,DL,1.62,8.4,DL4494580001,1600 mmx400 mm,DL4494580001,1.27,滨江滨海路,DL4494580011,,电力管-风管,27,DL4494580004
163101,8.7,DL,1.33,8.67,DL4494580011,1600 mmx400 mm,DL4494580011,1.31,滨江滨海路,DL4494580012,,电力管-风管,17.8,DL4494580010
163101,9.16,DL,1.4,9.11,DL4494590001,1600 mmx400 mm,DL4494590001,1.42,滨江滨海路,DL4494590002,,电力管-风管,19.9,DL4494600010
163101,9.3,DL,1.4,9.18,DL4494590004,1600 mmx400 mm,DL4494590004,1.43,滨江滨海路,DL4494590003,,电力管-风管,24.1,DL4494590001
163101,9.33,DL,1.43,9.3,DL4494590005,1600 mmx400 mm,DL4494590005,1.46,滨江滨海路,DL4494590005,,电力管-风管,24.1,DL4494590003
163101,9.34,DL,1.48,9.27,DL4494590008,1600 mmx400 mm,DL4494590008,1.46,滨江滨海路,DL4494590006,,电力管-风管,21.7,DL4494590004
163101,9.34,DL,1.46,9.34,DL4494590009,1600 mmx400 mm,DL4494590009,1.44,滨江滨海路,DL4494590008,,电力管-风管,21.6,DL4494590006
163101,9.3,DL,1.43,9.35,DL4494590012,1600 mmx400 mm,DL4494590012,1.45,滨江滨海路,DL4494590009,,电力管-风管,21.84,DL4494590007
163101,9.18,DL,1.45,9.3,DL4494590013,1600 mmx400 mm,DL4494590013,1.47,滨江滨海路,DL4494590011,,电力管-风管,34.3,DL4494590009
163101,9.12,DL,1.46,9.18,DL4494590016,1600 mmx400 mm,DL4494590016,1.47,滨江滨海路,DL4494590012,,电力管-风管,20.7,DL4494590010
163101,8.6,DL,1.5,8.57,DL4494600005,1600 mmx400 mm,DL4494600005,1.48,滨江滨海路,DL4494600002,,电力管-风管,14.7,DL4494600003
163101,8.57,DL,1.54,8.45,DL4494600004,1600 mmx400 mm,DL4494600004,1.5,滨江滨海路,DL4494600003,,电力管-风管,25.6,DL4494600017
163101,8.62,DL,1.44,8.6,DL4494600008,1600 mmx400 mm,DL4494600008,1.45,滨江滨海路,DL4494600004,,电力管-风管,11.8,DL4494600001
163101,8.8,DL,1.45,8.62,DL4494600009,1600 mmx400 mm,DL4494600009,1.44,滨江滨海路,DL4494600006,,电力管-风管,38,DL4494600004
163101,9.01,DL,1.43,8.79,DL4494600012,1600 mmx400 mm,DL4494600012,1.4,滨江滨海路,DL4494600007,,电力管-风管,32.7,DL4494600005
163101,9.08,DL,1.4,9.01,DL4494600013,1600 mmx400 mm,DL4494600013,1.38,滨江滨海路,DL4494600009,,电力管-风管,19.9,DL4494600007
163101,9.11,DL,1.41,8.99,DL4494600016,1600 mmx400 mm,DL4494600016,1.4,滨江滨海路,DL4494600010,,电力管-风管,25.5,DL4494600008
163101,8.34,DL,0.95,9.03,DL4494600001,1600 mmx400 mm,DL4494600001,1.54,滨江滨海路,DL4494600018,,电力管-风管,7.8,DL4494600019
163101,9.03,DL,1.04,8.79,DL4494600021,1600 mmx400 mm,DL4494600021,0.95,滨江滨海路,DL4494600019,,电力管-风管,33.3,DL4494610014
163101,8.87,DL,1.25,9.21,DL4494610006,1600 mmx400 mm,DL4494610006,1.46,滨江滨海路,DL4494610001,,电力管-风管,40,DL4494610003
163101,8.81,DL,1.45,8.86,DL4494610001,1600 mmx400 mm,DL4494610001,1.42,滨江滨海路,DL4494610006,,电力管-风管,36,DL4494610002
163101,8.47,DL,1.42,8.81,DL4494610015,1600 mmx400 mm,DL4494610015,1.6,滨江滨海路,DL4494610009,,电力管-风管,12,DL4494610006
163101,8.81,DL,1.6,8.55,DL4494610012,1600 mmx400 mm,DL4494610012,1.32,滨江滨海路,DL4494610010,,电力管-风管,10.9,DL4494610007
163101,8.53,DL,1.32,8.81,DL4494610011,1600 mmx400 mm,DL4494610011,1.55,滨江滨海路,DL4494610013,,电力管-风管,29.53,DL4494610010
163101,8.79,DL,1.55,8.48,DL4494610008,1600 mmx400 mm,DL4494610008,1.04,滨江滨海路,DL4494610014,,电力管-风管,28.2,DL4494610011
163101,3.04,DL,2.4,2.67,DL4504290002,800x1000,DL4504290002,2.37,文松路,DL4504290001,,电力管-半径弯头/T 形三通,21,DL4504290002
163101,2.67,DL,1.76,2.05,DL4504290003,800x1000,DL4504290003,2.4,文松路,DL4504290002,,电力管-半径弯头/T 形三通,61,DL4504290006
163101,0.0,DL,0.0,0.0,DL4504290006,800x1000,DL4504290006,0.0,文松路,DL4504290003,,电力管-半径弯头/T 形三通,3,DL4504290004
163101,3.5,DL,0.93,3.7,DL4504290007,700x450,DL4504290007,0.71,文松路,DL4504290005,,电力管-半径弯头/T 形三通,47,DL4504300034
163101,2.25,DL,0.88,3.66,DL4504300040,800x1000,DL4504300040,1.71,文松路,DL4504290007,,电力管-半径弯头/T 形三通,23,DL4504300033
163101,3.14,DL,1.98,3.45,DL4504290008,700x450,DL4504290008,1.9,文松路,DL4504290008,,电力管-半径弯头/T 形三通,12,DL4504290011
163101,2.89,DL,1.9,3.14,DL4504290005,700x450,DL4504290005,1.01,文松路,DL4504290010,,电力管-半径弯头/T 形三通,25,DL4504290008
163101,3.45,DL,1.91,2.94,DL4504290009,700x450,DL4504290009,1.98,文松路,DL4504290011,,电力管-半径弯头/T 形三通,18,DL4504290012
163101,2.94,DL,0.32,3.89,DL4504290010,700x450,DL4504290010,1.91,文松路,DL4504290012,,电力管-半径弯头/T 形三通,8,DL4504290005
163101,3.59,DL,0.84,4.1,DL4504300006,400x400,DL4504300006,1.21,文松路,DL4504300001,,电力管-半径弯头/T 形三通,47,DL4504300002
163101,4.1,DL,0.75,3.66,DL4504300008,400x400,DL4504300008,0.84,文松路,DL4504300002,,电力管-半径弯头/T 形三通,17,DL4504300012
163101,3.92,DL,1.37,3.24,DL4504300028,800x1000,DL4504300028,0.73,文松路,DL4504300003,,电力管-半径弯头/T 形三通,41,DL4504300027
163101,4.01,DL,1.28,3.17,DL4504300035,400x400,DL4504300035,0.6,文松路,DL4504300004,,电力管-半径弯头/T 形三通,22,DL4504300005
163101,3.17,DL,1.16,3.54,DL4504300034,400x400,DL4504300034,1.28,文松路,DL4504300005,,电力管-半径弯头/T 形三通,19,DL4504300006
163101,3.54,DL,1.21,3.59,DL4504300007,400x400,DL4504300007,1.16,文松路,DL4504300006,,电力管-半径弯头/T 形三通,36,DL4504300001
163101,0.0,DL,0.8,3.45,DL4504300042,900x900,DL4504300042,0.0,文松路,DL4504300007,,电力管-半径弯头/T 形三通,1,DL4504300037
163101,3.66,DL,0.76,3.54,DL4504300033,400x400,DL4504300033,0.75,文松路,DL4504300012,,电力管-半径弯头/T 形三通,11,DL4504300013
163101,3.54,DL,0.73,3.52,DL4504300044,900x900,DL4504300044,0.76,文松路,DL4504300013,,电力管-半径弯头/T 形三通,2,DL4504300036
163101,3.92,DL,0.81,3.8,DL4504300038,100x50,DL4504300038,0.76,文松路,DL4504300015,,电力管-半径弯头/T 形三通,28,DL4504300019
163101,2.98,DL,0.76,3.76,DL4504300009,900x900,DL4504300009,0.81,文松路,DL4504300017,,电力管-半径弯头/T 形三通,23,DL4504300042
163101,3.8,DL,0.84,3.71,DL4504300039,100x50,DL4504300039,0.81,文松路,DL4504300019,,电力管-半径弯头/T 形三通,27,DL4504300020
163101,3.71,DL,0.86,3.73,DL4504310004,100x50,DL4504310004,0.84,文松路,DL4504300020,,电力管-半径弯头/T 形三通,42,DL4504310006
163101,3.6,DL,0.8,3.94,DL4504300026,150?,DL4504300026,0.91,文松路,DL4504300022,,电力管-T 形三通,2,DL4504300023
163101,3.94,DL,0.83,3.89,DL4504300027,150?,DL4504300027,0.8,文松路,DL4504300023,,电力管-T 形三通,9,DL4504300021
163101,3.42,DL,1.01,3.52,DL4504300002,800x1000,DL4504300002,1.12,文松路,DL4504300024,,电力管-半径弯头/T 形三通,51,DL4494310004
163101,3.23,DL,1.18,3.28,DL4504300003,800x1000,DL4504300003,1.3,文松路,DL4504300025,,电力管-半径弯头/T 形三通,8,DL4504300026
163101,3.28,DL,1.12,3.42,DL4504300001,800x1000,DL4504300001,1.18,文松路,DL4504300026,,电力管-半径弯头/T 形三通,23,DL4504300024
163101,3.24,DL,0.28,4.5,DL4504300029,800x1000,DL4504300029,1.37,文松路,DL4504300027,,电力管-半径弯头/T 形三通,11,DL4504300028
163101,4.5,DL,0.3,4.23,DL4504300030,800x1000,DL4504300030,0.28,文松路,DL4504300028,,电力管-半径弯头/T 形三通,25,DL4504300025
163101,3.37,DL,0.91,3.6,DL4504300025,900x900,DL4504300025,0.93,文松路,DL4504300029,,电力管-半径弯头/T 形三通,45,DL4504300022
163101,3.18,DL,0.93,3.37,DL4504300024,700x450,DL4504300024,1.46,文松路,DL4504300030,,电力管-半径弯头/T 形三通,50,DL4504300029
163101,3.18,DL,1.46,3.18,DL4504300023,700x450,DL4504300023,1.12,文松路,DL4504300031,,电力管-半径弯头/T 形三通,41,DL4504300030
163101,3.61,DL,0.73,3.92,DL4504300005,800x1000,DL4504300005,0.73,文松路,DL4504300032,,电力管-半径弯头/T 形三通,31,DL4504300003
163101,3.66,DL,0.73,3.61,DL4504300004,800x1000,DL4504300004,0.88,文松路,DL4504300033,,电力管-半径弯头/T 形三通,50,DL4504300032
163101,3.7,DL,1.12,3.18,DL4504300022,700x450,DL4504300022,0.93,文松路,DL4504300034,,电力管-半径弯头/T 形三通,65,DL4504300031
163101,3.97,DL,0.76,3.92,DL4504300037,100x50,DL4504300037,0.78,文松路,DL4504300035,,电力管-半径弯头/T 形三通,1,DL4504300015
163101,3.52,DL,0.0,0.0,DL4504300045,900x900,DL4504300045,0.73,文松路,DL4504300036,,电力管-半径弯头/T 形三通,1,DL4504300007
163101,3.45,DL,0.88,3.37,DL4504300043,900x900,DL4504300043,0.8,文松路,DL4504300037,,电力管-半径弯头/T 形三通,2,DL4504300038
163101,3.37,DL,0.0,0.0,DL4504300041,900x900,DL4504300041,0.88,文松路,DL4504300038,,电力管-半径弯头/T 形三通,1,DL4504300008
163101,3.35,DL,0.88,3.37,DL4504300019,900x900,DL4504300019,0.9,文松路,DL4504300039,,电力管-半径弯头/T 形三通,1,DL4504300040
163101,3.37,DL,0.0,0.0,DL4504300020,900x900,DL4504300020,0.88,文松路,DL4504300040,,电力管-半径弯头/T 形三通,2,DL4504300009
163101,3.11,DL,0.81,2.98,DL4504300049,900x900,DL4504300049,1.14,文松路,DL4504300041,,电力管-半径弯头/T 形三通,42,DL4504300017
163101,2.66,DL,1.46,3.18,DL4504300047,800x800,DL4504300047,1.58,文松路,DL4504300043,,电力管-半径弯头/T 形三通,53,DL4504300030
163101,3.44,DL,1.02,3.56,DL4504300018,900x900,DL4504300018,0.8,文松路,DL4504300044,,电力管-半径弯头/T 形三通,8,DL4504300011
163101,3.36,DL,0.94,2.13,DL4504300015,150?,DL4504300015,0.88,文松路,DL4504300045,,电力管-T 形三通,20,DL4504300016
