standardCode,networkType,groundElevation,NAME,locationRoad,pointID,elementType
162211,YS,4.5,YS4404550025,东湖路,YS4404550025,雨水检查井
162211,YS,3.49,YS4424540054,东湖路,YS4424540054,雨水检查井
162211,YS,4.91,YS4404590002,东湖路,YS4404590002,雨水检查井
162211,YS,3.79,YS4384470009,东湖路,YS4384470009,雨水检查井
162211,YS,3.2,YS4374450013,东湖路,YS4374450013,雨水检查井
162211,YS,4.85,YS4404580016,东湖路,YS4404580016,雨水检查井
162211,YS,4.81,YS4404550011,东湖路,YS4404550011,雨水检查井
162211,YS,3.63,YS4424540003,东湖路,YS4424540003,雨水检查井
162211,YS,4.95,YS4404550007,东湖路,YS4404550007,雨水检查井
162211,YS,3.9,YS4384470008,东湖路,YS4384470008,雨水检查井
162211,YS,3.5,YS4374430001,东湖路,YS4374430001,雨水检查井
162211,YS,3.26,YS4374440004,东湖路,YS4374440004,雨水检查井
162211,YS,5.28,YS4404580009,东湖路,YS4404580009,雨水检查井
162211,YS,4.91,YS4384510035,东湖路,YS4384510035,雨水检查井
162211,YS,4.34,YS4394500028,东湖路,YS4394500028,雨水检查井
162211,YS,4.86,YS4414590012,东湖路,YS4414590012,雨水检查井
162211,YS,4.68,YS4394530021,东湖路,YS4394530021,雨水检查井
162211,YS,3.87,YS4414540024,东湖路,YS4414540024,雨水检查井
162211,YS,3.51,YS4364430019,东湖路,YS4364430019,雨水检查井
162211,YS,5.11,YS4404580010,东湖路,YS4404580010,雨水检查井
162211,YS,5.13,YS4394530005,东湖路,YS4394530005,雨水检查井
162211,YS,3.59,YS4404470008,文松路,YS4404470008,雨水检查井
162211,YS,4.49,YS4504300058,文松路,YS4504300058,雨水检查井
162211,YS,4.56,YS4384490004,文松路,YS4384490004,雨水检查井
162211,YS,4.5,YS4464350014,文松路,YS4464350014,雨水检查井
162211,YS,4.12,YS4434410021,文松路,YS4434410021,雨水检查井
162211,YS,3.55,YS4404480014,文松路,YS4404480014,雨水检查井
162211,YS,3.96,YS4424440009,文松路,YS4424440009,雨水检查井
162211,YS,4.54,YS4454380008,文松路,YS4454380008,雨水检查井
162211,YS,4.38,YS4464360084,文松路,YS4464360084,雨水检查井
162211,YS,4.31,YS4484330001,文松路,YS4484330001,雨水检查井
162211,YS,3.6,YS4404470066,文松路,YS4404470066,雨水检查井
162211,YS,4.29,YS4424430007,文松路,YS4424430007,雨水检查井
162211,YS,4.19,YS4454380010,文松路,YS4454380010,雨水检查井
162211,YS,4.32,YS4474340001,文松路,YS4474340001,雨水检查井
162211,YS,4.44,YS4504300013,文松路,YS4504300013,雨水检查井
162211,YS,4.4,YS4454390001,文松路,YS4454390001,雨水检查井
162211,YS,4.27,YS4494310036,文松路,YS4494310036,雨水检查井
162211,YS,4.14,YS4394490070,文松路,YS4394490070,雨水检查井
162211,YS,4.62,YS4464360031,文松路,YS4464360031,雨水检查井
162211,YS,3.95,YS4444390017,文松路,YS4444390017,雨水检查井
162211,YS,3.39,YS4404470024,文松路,YS4404470024,雨水检查井
162211,YS,4.26,YS4434420036,文松路,YS4434420036,雨水检查井
162211,YS,4.97,YS4454380004,文松路,YS4454380004,雨水检查井
162211,YS,4.41,YS4474340037,文松路,YS4474340037,雨水检查井
162211,YS,4.03,YS4394490044,文松路,YS4394490044,雨水检查井
162211,YS,4.12,YS4424440002,文松路,YS4424440002,雨水检查井
162211,YS,4.21,YS4444390009,文松路,YS4444390009,雨水检查井
162211,YS,4.47,YS4474340010,文松路,YS4474340010,雨水检查井
162211,YS,4.36,YS4504300033,文松路,YS4504300033,雨水检查井
162211,YS,4.28,YS4384500032,文松路,YS4384500032,雨水检查井
162211,YS,4.33,YS4484330031,文松路,YS4484330031,雨水检查井
162211,YS,3.63,YS4394490022,文松路,YS4394490022,雨水检查井
162211,YS,4.49,YS4464350010,文松路,YS4464350010,雨水检查井
162211,YS,4.17,YS4384500046,文松路,YS4384500046,雨水检查井
162211,YS,3.86,YS4414450031,文松路,YS4414450031,雨水检查井
162211,YS,4.43,YS4444400030,文松路,YS4444400030,雨水检查井
162211,YS,4.51,YS4464350002,文松路,YS4464350002,雨水检查井
162211,YS,4.39,YS4504300042,文松路,YS4504300042,雨水检查井
162211,YS,3.44,YS4414460003,文松路,YS4414460003,雨水检查井
162211,YS,4.21,YS4434420004,文松路,YS4434420004,雨水检查井
162211,YS,4.57,YS4464360021,文松路,YS4464360021,雨水检查井
162211,YS,4.37,YS4484320015,文松路,YS4484320015,雨水检查井
162211,YS,4.5,YS4494320001,文松路,YS4494320001,雨水检查井
162211,YS,4.96,YS4474350018,文松路,YS4474350018,雨水检查井
162211,YS,4.48,YS4474340046,文松路,YS4474340046,雨水检查井
162211,YS,3.84,YS4394490017,文松路,YS4394490017,雨水检查井
162211,YS,4.64,YS4464360033,文松路,YS4464360033,雨水检查井
162211,YS,4.58,YS4454370004,文松路,YS4454370004,雨水检查井
162211,YS,3.51,YS4414460015,文松路,YS4414460015,雨水检查井
162211,YS,4.24,YS4434420037,文松路,YS4434420037,雨水检查井
162211,YS,4.9,YS4454370005,文松路,YS4454370005,雨水检查井
162211,YS,4.38,YS4474340020,文松路,YS4474340020,雨水检查井
162211,YS,3.99,YS4394490003,文松路,YS4394490003,雨水检查井
162211,YS,3.75,YS4414450025,文松路,YS4414450025,雨水检查井
162211,YS,4.22,YS4434410018,文松路,YS4434410018,雨水检查井
162211,YS,4.43,YS4464360020,文松路,YS4464360020,雨水检查井
162211,YS,4.33,YS4494320018,文松路,YS4494320018,雨水检查井
162211,YS,9.57,YS4484610006,滨江滨海路,YS4484610006,雨水检查井
162211,YS,10.59,YS4484610022,滨江滨海路,YS4484610022,雨水检查井
162211,YS,9.71,YS4494580027,滨江滨海路,YS4494580027,雨水检查井
162211,YS,8.71,YS4504520018,滨江滨海路,YS4504520018,雨水检查井
162211,YS,9.3,YS4514500007,滨江滨海路,YS4514500007,雨水检查井
162211,YS,8,YS4514470026,滨江滨海路,YS4514470026,雨水检查井
162211,YS,8.86,YS4504520042,滨江滨海路,YS4504520042,雨水检查井
162211,YS,10.1,YS4494570045,滨江滨海路,YS4494570045,雨水检查井
162211,YS,7.5,YS4534430026,滨江滨海路,YS4534430026,雨水检查井
162211,YS,8.34,YS4534420002,滨江滨海路,YS4534420002,雨水检查井
162211,YS,8.66,YS4544420023,滨江滨海路,YS4544420023,雨水检查井
162211,YS,8.62,YS4584380002,滨江滨海路,YS4584380002,雨水检查井
162211,YS,8.04,YS4614370021,滨江滨海路,YS4614370021,雨水检查井
162211,YS,2.97,YS4624350068,滨江滨海路,YS4624350068,雨水检查井
162211,YS,9.71,YS4494580031,滨江滨海路,YS4494580031,雨水检查井
162211,YS,4.59,YS4624350070,滨江滨海路,YS4624350070,雨水检查井
162211,YS,10.67,YS4484620033,滨江滨海路,YS4484620033,雨水检查井
162211,YS,9.73,YS4494580024,滨江滨海路,YS4494580024,雨水检查井
162211,YS,9.05,YS4504520002,滨江滨海路,YS4504520002,雨水检查井
162211,YS,9.59,YS4504510024,滨江滨海路,YS4504510024,雨水检查井
162211,YS,7.69,YS4514480016,滨江滨海路,YS4514480016,雨水检查井
162211,YS,8.7,YS4504520040,滨江滨海路,YS4504520040,雨水检查井
162211,YS,8.33,YS4524460011,滨江滨海路,YS4524460011,雨水检查井
162211,YS,8.25,YS4534430035,滨江滨海路,YS4534430035,雨水检查井
162211,YS,8.49,YS4544410003,滨江滨海路,YS4544410003,雨水检查井
162211,YS,9.64,YS4564400014,滨江滨海路,YS4564400014,雨水检查井
162211,YS,7.98,YS4604370047,滨江滨海路,YS4604370047,雨水检查井
162211,YS,4.49,YS4624360013,滨江滨海路,YS4624360013,雨水检查井
162211,YS,3.1,YS4624350069,滨江滨海路,YS4624350069,雨水检查井
162211,YS,8.35,YS4584380008,滨江滨海路,YS4584380008,雨水检查井
162211,YS,7.97,YS4524450041,滨江滨海路,YS4524450041,雨水篦
162211,YS,10.8,YS4484620036,滨江滨海路,YS4484620036,雨水检查井
162211,YS,9.42,YS4494580016,滨江滨海路,YS4494580016,雨水检查井
162211,YS,8.87,YS4504520010,滨江滨海路,YS4504520010,雨水检查井
162211,YS,9.4,YS4514500009,滨江滨海路,YS4514500009,雨水检查井
162211,YS,7.81,YS4514470032,滨江滨海路,YS4514470032,雨水检查井
162211,YS,8.71,YS4504520026,滨江滨海路,YS4504520026,雨水检查井
162211,YS,8.05,YS4524460002,滨江滨海路,YS4524460002,雨水检查井
162211,YS,7.99,YS4534430050,滨江滨海路,YS4534430050,雨水检查井
162211,YS,9.45,YS4554410001,滨江滨海路,YS4554410001,雨水检查井
162211,YS,9,YS4564400023,滨江滨海路,YS4564400023,雨水检查井
162211,YS,7.54,YS4594370006,滨江滨海路,YS4594370006,雨水检查井
162211,YS,7.84,YS4614360007,滨江滨海路,YS4614360007,雨水检查井
162211,YS,4.95,YS4624350061,滨江滨海路,YS4624350061,雨水检查井
162211,YS,10.23,YS4504510004,滨江滨海路,YS4504510004,雨水检查井
162211,YS,9.44,YS4484630013,滨江滨海路,YS4484630013,雨水检查井
162211,YS,10.79,YS4484620040,滨江滨海路,YS4484620040,雨水检查井
162211,YS,9.38,YS4494580009,滨江滨海路,YS4494580009,雨水检查井
162211,YS,8.93,YS4504520007,滨江滨海路,YS4504520007,雨水检查井
162211,YS,9.5,YS4514500010,滨江滨海路,YS4514500010,雨水检查井
162211,YS,7.74,YS4514470035,滨江滨海路,YS4514470035,雨水检查井
162211,YS,8.68,YS4504520029,滨江滨海路,YS4504520029,雨水检查井
162211,YS,8.13,YS4524460005,滨江滨海路,YS4524460005,雨水检查井
162211,YS,8.13,YS4534430047,滨江滨海路,YS4534430047,雨水检查井
162211,YS,6.79,YS4554410010,滨江滨海路,YS4554410010,雨水检查井
162211,YS,8.56,YS4574400002,滨江滨海路,YS4574400002,雨水检查井
162211,YS,8.01,YS4604370045,滨江滨海路,YS4604370045,雨水检查井
162211,YS,7.35,YS4614360010,滨江滨海路,YS4614360010,雨水检查井
162211,YS,4.09,YS4624350064,滨江滨海路,YS4624350064,雨水检查井
162211,YS,6,YS4524450001,滨江滨海路,YS4524450001,雨水检查井
162211,YS,4.95,YS4434520022,湖文路,YS4434520022,雨水检查井
162211,YS,4.25,YS4624380003,湖文路,YS4624380003,雨水检查井
162211,YS,4.89,YS4434520052,湖文路,YS4434520052,雨水检查井
162211,YS,4.2,YS4414490021,湖文路,YS4414490021,雨水检查井
162211,YS,4.23,YS4414490015,湖文路,YS4414490015,雨水检查井
162211,YS,4.16,YS4414490024,湖文路,YS4414490024,雨水检查井
162211,YS,4.96,YS4624380014,湖文路,YS4624380014,雨水检查井
162211,YS,4.99,YS4424500028,湖文路,YS4424500028,雨水检查井
162211,YS,4.3,YS4414490012,湖文路,YS4414490012,雨水检查井
162211,YS,4.82,YS4424500015,湖文路,YS4424500015,雨水检查井
162211,YS,4.27,YS4424490001,湖文路,YS4424490001,雨水检查井
162211,YS,5.52,YS4444530012,湖文路,YS4444530012,雨水检查井
162211,YS,4.83,YS4434510023,湖文路,YS4434510023,雨水检查井
162211,YS,4.54,YS4434510006,湖文路,YS4434510006,雨水检查井
162211,YS,4.05,YS4414480020,湖文路,YS4414480020,雨水检查井
162211,YS,4.8,YS4444530014,湖文路,YS4444530014,雨水检查井
162211,YS,5.29,YS4434520042,湖文路,YS4434520042,雨水检查井
162211,YS,4.75,YS4424500027,湖文路,YS4424500027,雨水检查井
162211,YS,4.82,YS4424500005,湖文路,YS4424500005,雨水检查井
162211,YS,3.73,YS4434550031,金滨路,YS4434550031,雨水检查井
162211,YS,5.27,YS4454560037,金滨路,YS4454560037,雨水检查井
162211,YS,8.08,YS4484570014,金滨路,YS4484570014,雨水检查井
162211,YS,7.18,YS4484570037,金滨路,YS4484570037,雨水检查井
162211,YS,3.95,YS4424540031,金滨路,YS4424540031,雨水检查井
162211,YS,3.55,YS4404500031,金滨路,YS4404500031,雨水检查井
162211,YS,3.9,YS4404490001,金滨路,YS4404490001,雨水检查井
162211,YS,6.95,YS4474570001,金滨路,YS4474570001,雨水检查井
162211,YS,4.96,YS4454560029,金滨路,YS4454560029,雨水检查井
162211,YS,7.48,YS4484570003,金滨路,YS4484570003,雨水检查井
162211,YS,6.82,YS4474570027,金滨路,YS4474570027,雨水检查井
162211,YS,4.16,YS4424540018,金滨路,YS4424540018,雨水检查井
162211,YS,3.26,YS4404500020,金滨路,YS4404500020,雨水检查井
162211,YS,5.81,YS4454560007,金滨路,YS4454560007,雨水检查井
162211,YS,5.93,YS4444560010,金滨路,YS4444560010,雨水检查井
162211,YS,5.64,YS4464560020,金滨路,YS4464560020,雨水检查井
162211,YS,8.61,YS4494570016,金滨路,YS4494570016,雨水检查井
162211,YS,7.47,YS4484570022,金滨路,YS4484570022,雨水检查井
162211,YS,4.05,YS4424540038,金滨路,YS4424540038,雨水检查井
162211,YS,3.47,YS4404500039,金滨路,YS4404500039,雨水检查井
162211,YS,6.28,YS4464560008,金滨路,YS4464560008,雨水检查井
162211,YS,4.86,YS4434550001,金滨路,YS4434550001,雨水检查井
162211,YS,4.78,YS4444560016,金滨路,YS4444560016,雨水检查井
162211,YS,7.87,YS4484570011,金滨路,YS4484570011,雨水检查井
162211,YS,7.68,YS4484570023,金滨路,YS4484570023,雨水检查井
162211,YS,3.4,YS4424530025,金滨路,YS4424530025,雨水检查井
162211,YS,3.11,YS4404510012,金滨路,YS4404510012,雨水检查井
162211,YS,4.96,YS4444560026,金滨路,YS4444560026,雨水检查井
162211,YS,6.09,YS4434600007,漳江路,YS4434600007,雨水检查井
162211,YS,4.82,YS4444560056,漳江路,YS4444560056,雨水检查井
162211,YS,4.07,YS4624380042,漳江路,YS4624380042,雨水检查井
162211,YS,5.53,YS4444570023,漳江路,YS4444570023,雨水检查井
162211,YS,4.96,YS4624380068,漳江路,YS4624380068,雨水检查井
162211,YS,4.45,YS4624380019,漳江路,YS4624380019,雨水检查井
162211,YS,4.39,YS4454530037,漳江路,YS4454530037,雨水检查井
162211,YS,4.24,YS4434500020,悦湖路,YS4434500020,雨水检查井
162211,YS,4.61,YS4624380173,悦湖路,YS4624380173,雨水检查井
162211,YS,5.23,YS4424520051,悦湖路,YS4424520051,雨水检查井
162211,YS,4.77,YS4624380032,漳江路,YS4624380032,雨水检查井
162211,YS,4.67,YS4624380028,漳江路,YS4624380028,雨水检查井
162211,YS,4.61,YS4624380063,漳江路,YS4624380063,雨水检查井
162211,YS,5.01,YS4444550039,漳江路,YS4444550039,雨水检查井
162211,YS,5.15,YS4454520007,漳江路,YS4454520007,雨水检查井
162211,YS,4.89,YS4624380155,悦湖路,YS4624380155,雨水检查井
162211,YS,5.42,YS4624380164,悦湖路,YS4624380164,雨水检查井
162211,YS,5.7,YS4434600006,漳江路,YS4434600006,雨水检查井
162211,YS,3.93,YS4624380146,悦湖路,YS4624380146,雨水检查井
162211,YS,5.51,YS4434590011,漳江路,YS4434590011,雨水检查井
162211,YS,5.66,YS4444590011,漳江路,YS4444590011,雨水检查井
162211,YS,4.78,YS4444560044,漳江路,YS4444560044,雨水检查井
162211,YS,5.41,YS4444540021,漳江路,YS4444540021,雨水检查井
162211,YS,4.42,YS4434510032,悦湖路,YS4434510032,雨水检查井
162211,YS,4.66,YS4434500026,悦湖路,YS4434500026,雨水检查井
162211,YS,4.51,YS4424520042,悦湖路,YS4424520042,雨水检查井
162211,YS,4.64,YS4424510049,悦湖路,YS4424510049,雨水检查井
162211,YS,4.63,YS4444560032,漳江路,YS4444560032,雨水检查井
162211,YS,5.42,YS4444570025,漳江路,YS4444570025,雨水检查井
162211,YS,4.96,YS4624380024,漳江路,YS4624380024,雨水检查井
162211,YS,4.51,YS4444550051,漳江路,YS4444550051,雨水检查井
162211,YS,4.74,YS4454530039,漳江路,YS4454530039,雨水检查井
162211,YS,4.38,YS4624380159,悦湖路,YS4624380159,雨水检查井
162211,YS,5.36,YS4424520057,悦湖路,YS4424520057,雨水检查井
162211,YS,4.63,YS4414540002,壶江路,YS4414540002,雨水检查井
162211,YS,5,YS4394510020,壶江路,YS4394510020,雨水检查井
162211,YS,4.54,YS4414540003,壶江路,YS4414540003,雨水检查井
162211,YS,4.65,YS4394520013,壶江路,YS4394520013,雨水检查井
162211,YS,4.44,YS4414560033,壶江路,YS4414560033,雨水检查井
162211,YS,4.73,YS4404530036,壶江路,YS4404530036,雨水检查井
162211,YS,4.4,YS4424570009,壶江路,YS4424570009,雨水检查井
162211,YS,4.61,YS4404530027,壶江路,YS4404530027,雨水检查井
162211,YS,4.35,YS4384510021,东湖路,YS4384510021,雨水检查井
162211,YS,4.66,YS4394500026,东湖路,YS4394500026,雨水检查井
162211,YS,3.54,YS4374440014,东湖路,YS4374440014,雨水检查井
162211,YS,3.38,YS4374440010,东湖路,YS4374440010,雨水检查井
162211,YS,5.43,YS4414600003,东湖路,YS4414600003,雨水检查井
162211,YS,4.93,YS4394530008,东湖路,YS4394530008,雨水检查井
162211,YS,3.68,YS4384470001,东湖路,YS4384470001,雨水检查井
162211,YS,5.73,YS4404580001,东湖路,YS4404580001,雨水检查井
162211,YS,3.9,YS4384470005,东湖路,YS4384470005,雨水检查井
162211,YS,3.39,YS4374440007,东湖路,YS4374440007,雨水检查井
162211,YS,5.19,YS4414600018,东湖路,YS4414600018,雨水检查井
162211,YS,5.03,YS4384510034,东湖路,YS4384510034,雨水检查井
162211,YS,3.69,YS4424540048,东湖路,YS4424540048,雨水检查井
162211,YS,5.14,YS4394550022,东湖路,YS4394550022,雨水检查井
162211,YS,3.82,YS4384470004,东湖路,YS4384470004,雨水检查井
162211,YS,3.52,YS4364430014,东湖路,YS4364430014,雨水检查井
162211,YS,3.41,YS4374450017,东湖路,YS4374450017,雨水检查井
162211,YS,5.03,YS4404580014,东湖路,YS4404580014,雨水检查井
162211,YS,4.55,YS4394530012,东湖路,YS4394530012,雨水检查井
162211,YS,3.73,YS4394490009,东湖路,YS4394490009,雨水检查井
162211,YS,5.09,YS4404570012,东湖路,YS4404570012,雨水检查井
162211,YS,4.93,YS4394550012,东湖路,YS4394550012,雨水检查井
162211,YS,3.68,YS4424540040,东湖路,YS4424540040,雨水检查井
162211,YS,3.69,YS4364430002,东湖路,YS4364430002,雨水检查井
162211,YS,5.14,YS4414590003,东湖路,YS4414590003,雨水检查井
162211,YS,5.15,YS4394530002,东湖路,YS4394530002,雨水检查井
162211,YS,3.47,YS4444390001,文松路,YS4444390001,雨水检查井
162211,YS,3.74,YS4504310011,文松路,YS4504310011,雨水检查井
162211,YS,4.52,YS4384500022,文松路,YS4384500022,雨水检查井
162211,YS,4.64,YS4454370017,文松路,YS4454370017,雨水检查井
162211,YS,4.32,YS4464360024,文松路,YS4464360024,雨水检查井
162211,YS,3.42,YS4404470034,文松路,YS4404470034,雨水检查井
162211,YS,4.15,YS4424430049,文松路,YS4424430049,雨水检查井
162211,YS,4.35,YS4444390004,文松路,YS4444390004,雨水检查井
162211,YS,4.51,YS4464360007,文松路,YS4464360007,雨水检查井
162211,YS,4.14,YS4494310020,文松路,YS4494310020,雨水检查井
162211,YS,3.66,YS4414460005,文松路,YS4414460005,雨水检查井
162211,YS,4.28,YS4434410020,文松路,YS4434410020,雨水检查井
162211,YS,4.23,YS4454380002,文松路,YS4454380002,雨水检查井
162211,YS,4.31,YS4484340007,文松路,YS4484340007,雨水检查井
162211,YS,4.74,YS4504300005,文松路,YS4504300005,雨水检查井
162211,YS,4.42,YS4484340004,文松路,YS4484340004,雨水检查井
162211,YS,4.59,YS4474350006,文松路,YS4474350006,雨水检查井
162211,YS,3.56,YS4394490019,文松路,YS4394490019,雨水检查井
162211,YS,4.54,YS4464360027,文松路,YS4464360027,雨水检查井
162211,YS,4.17,YS4424430010,文松路,YS4424430010,雨水检查井
162211,YS,3.42,YS4404460005,文松路,YS4404460005,雨水检查井
162211,YS,4.1,YS4424430051,文松路,YS4424430051,雨水检查井
162211,YS,4.71,YS4454370002,文松路,YS4454370002,雨水检查井
162211,YS,4.32,YS4484330058,文松路,YS4484330058,雨水检查井
162211,YS,4.25,YS4394490050,文松路,YS4394490050,雨水检查井
162211,YS,4.09,YS4424430002,文松路,YS4424430002,雨水检查井
162211,YS,4.31,YS4454380011,文松路,YS4454380011,雨水检查井
162211,YS,4.28,YS4484330017,文松路,YS4484330017,雨水检查井
162211,YS,4.33,YS4504300017,文松路,YS4504300017,雨水检查井
162211,YS,4.28,YS4384500049,文松路,YS4384500049,雨水检查井
162211,YS,4.4,YS4474340047,文松路,YS4474340047,雨水检查井
162211,YS,3.89,YS4414450030,文松路,YS4414450030,雨水检查井
162211,YS,4.38,YS4504300056,文松路,YS4504300056,雨水检查井
162211,YS,3.79,YS4394490037,文松路,YS4394490037,雨水检查井
162211,YS,3.96,YS4424440034,文松路,YS4424440034,雨水检查井
162211,YS,4.31,YS4444380001,文松路,YS4444380001,雨水检查井
162211,YS,4.54,YS4474350014,文松路,YS4474350014,雨水检查井
162211,YS,4.25,YS4384500016,文松路,YS4384500016,雨水检查井
162211,YS,3.74,YS4414460039,文松路,YS4414460039,雨水检查井
162211,YS,4.24,YS4434420003,文松路,YS4434420003,雨水检查井
162211,YS,4.35,YS4464360014,文松路,YS4464360014,雨水检查井
162211,YS,4.38,YS4494320034,文松路,YS4494320034,雨水检查井
162211,YS,4.95,YS4454370036,文松路,YS4454370036,雨水检查井
162211,YS,3.59,YS4504310010,文松路,YS4504310010,雨水检查井
162211,YS,4.15,YS4444400010,文松路,YS4444400010,雨水检查井
162211,YS,3.7,YS4394480017,文松路,YS4394480017,雨水检查井
162211,YS,4.59,YS4464360029,文松路,YS4464360029,雨水检查井
162211,YS,3.51,YS4404480008,文松路,YS4404480008,雨水检查井
162211,YS,3.65,YS4414460020,文松路,YS4414460020,雨水检查井
162211,YS,4.19,YS4424430048,文松路,YS4424430048,雨水检查井
162211,YS,4.32,YS4454370008,文松路,YS4454370008,雨水检查井
162211,YS,4.3,YS4484330061,文松路,YS4484330061,雨水检查井
162211,YS,4.26,YS4394490062,文松路,YS4394490062,雨水检查井
162211,YS,3.76,YS4414450024,文松路,YS4414450024,雨水检查井
162211,YS,4.17,YS4434410015,文松路,YS4434410015,雨水检查井
162211,YS,4.34,YS4464360013,文松路,YS4464360013,雨水检查井
162211,YS,4.35,YS4494320004,文松路,YS4494320004,雨水检查井
162211,YS,9.62,YS4484630016,滨江滨海路,YS4484630016,雨水检查井
162211,YS,10.45,YS4484620001,滨江滨海路,YS4484620001,雨水检查井
162211,YS,9.35,YS4494580019,滨江滨海路,YS4494580019,雨水检查井
162211,YS,9.35,YS4504520004,滨江滨海路,YS4504520004,雨水检查井
162211,YS,9.55,YS4504510023,滨江滨海路,YS4504510023,雨水检查井
162211,YS,7.68,YS4514480010,滨江滨海路,YS4514480010,雨水检查井
162211,YS,8.66,YS4504520039,滨江滨海路,YS4504520039,雨水检查井
162211,YS,8.23,YS4524460008,滨江滨海路,YS4524460008,雨水检查井
162211,YS,8.2,YS4534430038,滨江滨海路,YS4534430038,雨水检查井
162211,YS,10.11,YS4554410027,滨江滨海路,YS4554410027,雨水检查井
162211,YS,8.74,YS4564400029,滨江滨海路,YS4564400029,雨水检查井
162211,YS,7.69,YS4594370012,滨江滨海路,YS4594370012,雨水检查井
162211,YS,6.02,YS4624360020,滨江滨海路,YS4624360020,雨水检查井
162211,YS,3.13,YS4624350029,滨江滨海路,YS4624350029,雨水检查井
162211,YS,10.76,YS4494590036,滨江滨海路,YS4494590036,雨水检查井
162211,YS,10.14,YS4484630020,滨江滨海路,YS4484630020,雨水检查井
162211,YS,10.22,YS4484620016,滨江滨海路,YS4484620016,雨水检查井
162211,YS,9.84,YS4494570008,滨江滨海路,YS4494570008,雨水检查井
162211,YS,8.76,YS4504520021,滨江滨海路,YS4504520021,雨水检查井
162211,YS,8.01,YS4514480032,滨江滨海路,YS4514480032,雨水检查井
162211,YS,7.97,YS4514480028,滨江滨海路,YS4514480028,雨水检查井
162211,YS,8.99,YS4504530004,滨江滨海路,YS4504530004,雨水检查井
162211,YS,8.65,YS4514460004,滨江滨海路,YS4514460004,雨水检查井
162211,YS,8.69,YS4544420032,滨江滨海路,YS4544420032,雨水检查井
162211,YS,7.95,YS4544420045,滨江滨海路,YS4544420045,雨水检查井
162211,YS,10.93,YS4564400002,滨江滨海路,YS4564400002,雨水检查井
162211,YS,8.27,YS4604370051,滨江滨海路,YS4604370051,雨水检查井
162211,YS,6.8,YS4624360019,滨江滨海路,YS4624360019,雨水检查井
162211,YS,3.19,YS4624350028,滨江滨海路,YS4624350028,雨水检查井
162211,YS,9.68,YS4514500001,滨江滨海路,YS4514500001,雨水检查井
162211,YS,9.89,YS4484630023,滨江滨海路,YS4484630023,雨水检查井
162211,YS,10.41,YS4484620024,滨江滨海路,YS4484620024,雨水检查井
162211,YS,9.55,YS4494570013,滨江滨海路,YS4494570013,雨水检查井
162211,YS,9.51,YS4504510030,滨江滨海路,YS4504510030,雨水检查井
162211,YS,9.68,YS4504510025,滨江滨海路,YS4504510025,雨水检查井
162211,YS,7.71,YS4514480019,滨江滨海路,YS4514480019,雨水检查井
162211,YS,8.79,YS4504530035,滨江滨海路,YS4504530035,雨水检查井
162211,YS,8.43,YS4524460014,滨江滨海路,YS4524460014,雨水检查井
162211,YS,8.4,YS4534430032,滨江滨海路,YS4534430032,雨水检查井
162211,YS,8.21,YS4544410011,滨江滨海路,YS4544410011,雨水检查井
162211,YS,9.51,YS4564400012,滨江滨海路,YS4564400012,雨水检查井
162211,YS,8.08,YS4604370048,滨江滨海路,YS4604370048,雨水检查井
162211,YS,5.47,YS4624360021,滨江滨海路,YS4624360021,雨水检查井
162211,YS,3.52,YS4624350032,滨江滨海路,YS4624350032,雨水检查井
162211,YS,9.77,YS4514500004,滨江滨海路,YS4514500004,雨水检查井
162211,YS,10.06,YS4484620020,滨江滨海路,YS4484620020,雨水检查井
162211,YS,10.47,YS4484620039,滨江滨海路,YS4484620039,雨水检查井
162211,YS,9.6,YS4494570014,滨江滨海路,YS4494570014,雨水检查井
162211,YS,9.55,YS4504510029,滨江滨海路,YS4504510029,雨水检查井
162211,YS,9.76,YS4504510026,滨江滨海路,YS4504510026,雨水检查井
162211,YS,7.78,YS4514480022,滨江滨海路,YS4514480022,雨水检查井
162211,YS,8.84,YS4504530036,滨江滨海路,YS4504530036,雨水检查井
162211,YS,8.47,YS4524460017,滨江滨海路,YS4524460017,雨水检查井
162211,YS,8.48,YS4534430029,滨江滨海路,YS4534430029,雨水检查井
162211,YS,9.24,YS4554410044,滨江滨海路,YS4554410044,雨水检查井
162211,YS,9,YS4564400020,滨江滨海路,YS4564400020,雨水检查井
162211,YS,7.53,YS4594370005,滨江滨海路,YS4594370005,雨水检查井
162211,YS,7.95,YS4614370018,滨江滨海路,YS4614370018,雨水检查井
162211,YS,5.35,YS4624350060,滨江滨海路,YS4624350060,雨水检查井
162211,YS,6.38,YS4514490001,滨江滨海路,YS4514490001,雨水检查井
162211,YS,4.9,YS4424500031,湖文路,YS4424500031,雨水检查井
162211,YS,5.39,YS4624380016,湖文路,YS4624380016,雨水检查井
162211,YS,4.69,YS4434510017,湖文路,YS4434510017,雨水检查井
162211,YS,4.77,YS4424510022,湖文路,YS4424510022,雨水检查井
162211,YS,3.85,YS4414480018,湖文路,YS4414480018,雨水检查井
162211,YS,5.24,YS4444530010,湖文路,YS4444530010,雨水检查井
162211,YS,5.38,YS4434520044,湖文路,YS4434520044,雨水检查井
162211,YS,4.9,YS4424500024,湖文路,YS4424500024,雨水检查井
162211,YS,4.1,YS4414490008,湖文路,YS4414490008,雨水检查井
162211,YS,4.48,YS4414490022,湖文路,YS4414490022,雨水检查井
162211,YS,5.26,YS4424500021,湖文路,YS4424500021,雨水检查井
